"AllocatedMethodId","AllocatedResourceId","AllocatedResourceName","AllocatedTags","BilledCost","BillingAccountId","BillingAccountName","BillingAccountType","BillingCurrency","BillingPeriodEnd","BillingPeriodStart","CapacityReservationId","CapacityReservationStatus","ChargeCategory","ChargeClass","ChargeDescription","ChargePeriodEnd","ChargePeriodStart","CommitmentDiscountCategory","CommitmentDiscountId","CommitmentDiscountName","CommitmentDiscountQuantity","CommitmentDiscountStatus","CommitmentDiscountType","CommitmentDiscountUnit","ConsumedQuantity","ConsumedUnit","ContractApplied","ContractedCost","ContractedUnitPrice","EffectiveCost","HostProviderName","InvoiceIssuerName","ListCost","ListUnitPrice","PricingCategory","PricingCurrency","PricingQuantity","PricingUnit","ProviderName","PublisherName","RegionId","RegionName","ResourceId","ResourceName","ResourceType","ServiceCategory","ServiceName","ServiceProviderName","SkuId","SkuMeter","SkuPriceDetails","SkuPriceId","SubAccountId","SubAccountName","SubAccountType","Tags","AllocatedMethodDetails","AvailabilityZone","ChargeFrequency","InvoiceId","ServiceSubcategory","PricingCurrencyContractedUnitPrice","PricingCurrencyEffectiveCost","PricingCurrencyListUnitPrice"
"AllocatedMethodId-6672","AllocatedResourceId-3054","AllocatedResourceName-7232","{}",673.38886608,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure Blob Storage Storage Account in West Europe","2024-09-30T08:00:00Z","2024-09-30T07:00:00Z","Spend","cd-899275","commit-9275",NULL,"Unused","Committed Use Discount",NULL,NULL,NULL,NULL,801.653412,2.4294,673.38886608,"Microsoft","Microsoft",1196.474482,3.6259,"Committed","USD",329.98,"GB","Microsoft","Microsoft","westeurope","West Europe","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-661/providers/Microsoft.Compute/virtualMachines/vm-4074",NULL,"Storage Account","Storage","Azure Blob Storage","Microsoft","OWLH5AYSA1SFJMEU","Azure Blob Storage GB",NULL,"RCJTQ36NA2VAGZMJ.5BMRHQGB","sub-2b7c","Staging","BillingProfile","{""business_unit"": ""LisbonOps"", ""team"": ""growth""}",NULL,NULL,"Usage-Based","INV-202409-98573","Object Storage",2.4294,673.38886608,3.6259
"AllocatedMethodId-9924","AllocatedResourceId-5639","AllocatedResourceName-6345","{}",139.07069064,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Object Storage Bucket in UK South (London)","2024-09-08T04:00:00Z","2024-09-08T03:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,37.0800000000,"GB",NULL,141.908868,3.8271,139.07069064,"Oracle","Oracle",168.94018799999998,4.5561,"Other","USD",37.08,"GB","Oracle","Oracle","uk-london-1","UK South (London)","ocid1.instance.oc1.uk-london-1.0091b770bc7a",NULL,"Bucket","Storage","Oracle Object Storage","Oracle","TY4LY60MAFONOI59","Oracle Object Storage GB",NULL,"9IG2AK04HYESSG8W.HT3W1H0C","ocid1.compartment.oc1..dev","development","Tenancy","{""team"": ""infra""}",NULL,"uk-london-1-AD-2","Usage-Based","INV-202409-37375","Object Storage",3.8271,139.07069064,4.5561
"AllocatedMethodId-9862","AllocatedResourceId-6887","AllocatedResourceName-2107","{}",217.24004592,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure Kubernetes Service Cluster in East US","2024-09-23T00:00:00Z","2024-09-22T23:00:00Z","Spend","cd-188740","commit-8740",NULL,"Unused","Committed Use Discount",NULL,NULL,NULL,NULL,301.722286,1.3163,217.24004592,"Microsoft","Microsoft",359.18773999999996,1.5670,"Committed","USD",229.22,"Hours","Microsoft","Microsoft","eastus","East US","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-337/providers/Microsoft.Compute/virtualMachines/vm-5258",NULL,"Cluster","Compute","Azure Kubernetes Service","Microsoft","C96VC1AMDOS4EFLD","Azure Kubernetes Service Hours",NULL,"I4NBIO7XVGIJC3JJ.MCNPX9JO","sub-2b7c","Staging","BillingProfile","{""business_unit"": ""MarseilleSRE"", ""cost_center"": ""CC-1001"", ""environment"": ""staging""}",NULL,NULL,"Usage-Based","INV-202409-39400","Containers",1.3163,217.24004592,1.5670
"AllocatedMethodId-9482","AllocatedResourceId-5451","AllocatedResourceName-4893","{}",406.3572646,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Adjustment",NULL,"AWS Lambda Function in US East (N. Virginia)","2024-09-27T18:00:00Z","2024-09-27T17:00:00Z","Usage","cd-963718","commit-3718",NULL,"Used","Committed Use Discount",NULL,NULL,NULL,NULL,580.510378,2.3354,406.3572646,"AWS","AWS",921.44899,3.7070,"Committed","USD",248.57,"Requests","AWS","AWS","us-east-1","US East (N. Virginia)",NULL,NULL,NULL,"Compute","AWS Lambda","AWS","ZA9SLIY0VGTQQ6YV","AWS Lambda Requests",NULL,"3RMBZJBY7ET9TH62.JDL6FENA","517389287820","Atlas Nimbus","BillingAccount","{""team"": ""payments"", ""owner"": ""g.hopper""}",NULL,NULL,"One-Time","INV-202409-10617","Serverless Compute",2.3354,406.3572646,3.7070
"AllocatedMethodId-5821","AllocatedResourceId-2252","AllocatedResourceName-1617","{}",68.883048,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure Functions Function App in East US","2024-09-04T15:00:00Z","2024-09-04T14:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,377.4000000000,"Executions",NULL,88.3116,0.2340,68.883048,"Microsoft","Microsoft",142.43076,0.3774,"Standard","USD",377.40,"Executions","Microsoft","Microsoft","eastus","East US","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-425/providers/Microsoft.Compute/virtualMachines/vm-6001",NULL,"Function App","Compute","Azure Functions","Microsoft","RVDSSPK2GK9AJ7RQ","Azure Functions Executions",NULL,"H0FYN0LRD77VH1OI.P6GM5AU4","sub-2b7c","Staging","BillingProfile","{""owner"": ""k.johnson""}",NULL,NULL,"Usage-Based","INV-202409-97127","Serverless Compute",0.2340,68.883048,0.3774
"AllocatedMethodId-1241","AllocatedResourceId-2595","AllocatedResourceName-5434","{}",118.20795816,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure Kubernetes Service Cluster in UK South","2024-09-08T12:00:00Z","2024-09-08T11:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,300.4900000000,"Hours",NULL,159.74048399999998,0.5316,118.20795816,"Microsoft","Microsoft",183.59939,0.6110,"Standard","USD",300.49,"Hours","Microsoft","Microsoft","uksouth","UK South","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-89/providers/Microsoft.Compute/virtualMachines/vm-2849",NULL,"Cluster","Compute","Azure Kubernetes Service","Microsoft","H0SR106R4GMKDGDL","Azure Kubernetes Service Hours",NULL,"GV7VHG9X7FHDGSYC.IMXPVZ6K","sub-9a1f","Production","BillingProfile","{""business_unit"": ""MarseilleSRE"", ""application"": ""AtlasPortal"", ""team"": ""infra""}",NULL,NULL,"Usage-Based","INV-202409-76879","Containers",0.5316,118.20795816,0.6110
"AllocatedMethodId-5489","AllocatedResourceId-5842","AllocatedResourceName-6064","{}",412.63654776,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Elastic Load Balancing Load Balancer in US East (N. Virginia)","2024-09-30T14:00:00Z","2024-09-30T13:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,406.0600000000,"LCU-Hours",NULL,542.942826,1.3371,412.63654776,"AWS","AWS",810.333336,1.9956,"Standard","USD",406.06,"LCU-Hours","AWS","AWS","us-east-1","US East (N. Virginia)","arn:aws:ec2:us-east-1:123456789012:instance/i-008d7690298f",NULL,"Load Balancer","Networking","Elastic Load Balancing","AWS","799R363F8EM8OT52","Elastic Load Balancing LCU-Hours",NULL,"CWFAQ4OA9BL7KGNH.FT6LTFTO","517389287820","Atlas Nimbus","BillingAccount",NULL,NULL,NULL,"Usage-Based","INV-202409-12740","Application Networking",1.3371,412.63654776,1.9956
"AllocatedMethodId-5195","AllocatedResourceId-1913","AllocatedResourceName-6350","{}",440.8961166,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Load Balancer Load Balancer in UK South (London)","2024-09-07T07:00:00Z","2024-09-07T06:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,150.1700000000,"Hours",NULL,489.88457399999993,3.2622,440.8961166,"Oracle","Oracle",699.837251,4.6603,"Standard","USD",150.17,"Hours","Oracle","Oracle","uk-london-1","UK South (London)","ocid1.instance.oc1.uk-london-1.005958207d0f",NULL,"Load Balancer","Networking","Oracle Load Balancer","Oracle","GXFFMCNB2YYE4AYG","Oracle Load Balancer Hours",NULL,"YZ9R0T8IB75I7T7E.6G8YZIOR","ocid1.compartment.oc1..dev","development","Tenancy","{""cost_center"": ""CC-1001"", ""owner"": ""g.hopper""}",NULL,"us-ashburn-1-AD-1","Usage-Based","INV-202409-43346","Application Networking",3.2622,440.8961166,4.6603
"AllocatedMethodId-7293","AllocatedResourceId-5559","AllocatedResourceName-2652","{}",881.50535744,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Adjustment",NULL,"BigQuery Dataset in Belgium","2024-09-22T07:00:00Z","2024-09-22T06:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1296.331408,3.2782,881.50535744,"Google","Google",1543.244144,3.9026,"Standard","USD",395.44,"GiB","Google","Google","europe-west1","Belgium",NULL,NULL,NULL,"Analytics","BigQuery","Google","E0ARSH4KMEBE2DY1","BigQuery GiB",NULL,"7YP2IG8X9NW6QDT4.CX3FK0UY","proj-helios-dev","helios-dev","BillingAccount",NULL,NULL,NULL,"One-Time","INV-202409-55411","Data Warehouses",3.2782,881.50535744,3.9026
"AllocatedMethodId-3029","AllocatedResourceId-1054","AllocatedResourceName-2057","{}",1035.6414249,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Autonomous Database Database in UK South (London)","2024-09-18T22:00:00Z","2024-09-18T21:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,386.5300000000,"Hours",NULL,1113.5929299999998,2.8810,1035.6414249,"Oracle","Oracle",1825.5811899999999,4.7230,"Dynamic","USD",386.53,"Hours","Oracle","Oracle","uk-london-1","UK South (London)","ocid1.instance.oc1.uk-london-1.009de8b8b785",NULL,"Database","Databases","Oracle Autonomous Database","Oracle","MX15L0LXVIW30FWB","Oracle Autonomous Database Hours",NULL,"PMW6Q8D70E617MAQ.NRJK58XN","ocid1.compartment.oc1..dev","development","Tenancy","{""application"": ""BrightLensMatrix""}",NULL,NULL,"Usage-Based","INV-202409-27141","Relational Databases",2.8810,1035.6414249,4.7230
"AllocatedMethodId-7734","AllocatedResourceId-5901","AllocatedResourceName-3947","{}",277.24803,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure Blob Storage Storage Account in West Europe","2024-09-25T03:00:00Z","2024-09-25T02:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,123.6500000000,"GB",NULL,374.6595,3.0300,277.24803,"Microsoft","Microsoft",576.394475,4.6615,"Standard","USD",123.65,"GB","Microsoft","Microsoft","westeurope","West Europe","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-187/providers/Microsoft.Compute/virtualMachines/vm-2329",NULL,"Storage Account","Storage","Azure Blob Storage","Microsoft","W295CCUDJ3ARZMZE","Azure Blob Storage GB",NULL,"H7M70R78MYI00F0M.Y24E33UL","sub-9a1f","Production","BillingProfile","{""cost_center"": ""CC-2042"", ""application"": ""BrightLensMatrix"", ""owner"": ""k.johnson""}",NULL,"uksouth-1","Usage-Based","INV-202409-88345","Object Storage",3.0300,277.24803,4.6615
"AllocatedMethodId-6924","AllocatedResourceId-1625","AllocatedResourceName-9736","{}",385.29582294,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Tax",NULL,"Tax charge in US East (Ashburn)","2024-09-12T15:00:00Z","2024-09-12T14:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,385.29582294,NULL,385.29582294,"Oracle","Oracle",385.29582294,NULL,NULL,"USD",NULL,NULL,"Oracle","Oracle",NULL,NULL,NULL,NULL,NULL,"Other","Tax","Oracle",NULL,NULL,NULL,NULL,"ocid1.compartment.oc1..dev","development","Tenancy","{""environment"": ""dev"", ""business_unit"": ""LisbonOps"", ""cost_center"": ""CC-2042""}",NULL,NULL,"One-Time","INV-202409-14646","Other (Security)",NULL,385.29582294,NULL
"AllocatedMethodId-1188","AllocatedResourceId-4963","AllocatedResourceName-6010","{}",860.3055538,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Autonomous Database Database in UK South (London)","2024-09-14T18:00:00Z","2024-09-14T17:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,421.3000000000,"Hours",NULL,877.86281,2.0837,860.3055538,"Oracle","Oracle",1125.46082,2.6714,"Standard","USD",421.30,"Hours","Oracle","Oracle","uk-london-1","UK South (London)","ocid1.instance.oc1.uk-london-1.00ab34056b11",NULL,"Database","Databases","Oracle Autonomous Database","Oracle","M73D2RFTKBGPR8TN","Oracle Autonomous Database Hours",NULL,"9L8ETBSYLT481MW2.LN0K4OOD","ocid1.compartment.oc1..prod","production","Tenancy","{""cost_center"": ""CC-3090"", ""team"": ""growth"", ""owner"": ""a.lovelace""}",NULL,"us-ashburn-1-AD-1","Usage-Based","INV-202409-75739","Relational Databases",2.0837,860.3055538,2.6714
"AllocatedMethodId-6642","AllocatedResourceId-7986","AllocatedResourceName-7262","{}",375.965685,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Cloud SQL Database Instance in Singapore","2024-09-29T00:00:00Z","2024-09-28T23:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,482.1000000000,"Hours",NULL,417.73965000000004,0.8665,375.965685,"Google","Google",430.65993000000003,0.8933,"Standard","USD",482.10,"Hours","Google","Google","asia-southeast1","Singapore","//compute.googleapis.com/projects/helios-labs/zones/asia-southeast1-a/instances/inst-4942",NULL,"Database Instance","Databases","Cloud SQL","Google","D4AE6RZ20E3BXHFC","Cloud SQL Hours",NULL,"NWZKU4ZIEDCJ7BW3.VXBBDQTR","proj-helios-dev","helios-dev","BillingAccount","{""business_unit"": ""LisbonOps"", ""owner"": ""a.lovelace"", ""team"": ""infra""}",NULL,"asia-southeast1-c","Usage-Based","INV-202409-19659","Relational Databases",0.8665,375.965685,0.8933
"AllocatedMethodId-5682","AllocatedResourceId-8163","AllocatedResourceName-6644","{}",135.67078381,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Virtual Machines Virtual Machine in Southeast Asia","2024-09-20T04:00:00Z","2024-09-20T03:00:00Z","Spend","cd-434827","commit-4827",NULL,"Used","Committed Use Discount",NULL,77.3900000000,"Hours",NULL,222.41112099999998,2.8739,135.67078381,"Microsoft","Microsoft",342.172146,4.4214,"Dynamic","USD",77.39,"Hours","Microsoft","Microsoft","southeastasia","Southeast Asia","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-313/providers/Microsoft.Compute/virtualMachines/vm-3314",NULL,"Virtual Machine","Compute","Virtual Machines","Microsoft","4ZB3LANJR7MJO34X","Virtual Machines Hours",NULL,"054RYY8UNLRHS6SJ.0969C52W","sub-4d3e","Sandbox","BillingProfile","{""business_unit"": ""MarseilleSRE""}",NULL,"eastus-1","Usage-Based","INV-202409-72423","Virtual Machines",2.8739,135.67078381,4.4214
"AllocatedMethodId-5632","AllocatedResourceId-3862","AllocatedResourceName-1150","{}",231.2953657,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Cloud Load Balancing Forwarding Rule in Northern Virginia","2024-09-17T20:00:00Z","2024-09-17T19:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,290.8900000000,"Hours",NULL,330.421951,1.1359,231.2953657,"Google","Google",402.96991699999995,1.3853,"Other","USD",290.89,"Hours","Google","Google","us-east4","Northern Virginia","//compute.googleapis.com/projects/helios-labs/zones/us-east4-a/instances/inst-4135",NULL,"Forwarding Rule","Networking","Cloud Load Balancing","Google","NUGF9347ZPQERS94","Cloud Load Balancing Hours",NULL,"52T20M2EBME782L5.50D0867Y","proj-helios-dev","helios-dev","BillingAccount","{""cost_center"": ""CC-1001"", ""owner"": ""a.turing"", ""business_unit"": ""OsloData""}",NULL,"asia-southeast1-c","Usage-Based","INV-202409-67421","Application Networking",1.1359,231.2953657,1.3853
"AllocatedMethodId-5308","AllocatedResourceId-7321","AllocatedResourceName-7128","{}",212.2548393,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Cloud Load Balancing Forwarding Rule in Iowa","2024-09-21T02:00:00Z","2024-09-21T01:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,87.7300000000,"Hours",NULL,303.221199,3.4563,212.2548393,"Google","Google",360.97385800000006,4.1146,"Dynamic","USD",87.73,"Hours","Google","Google","us-central1","Iowa","//compute.googleapis.com/projects/helios-labs/zones/us-central1-a/instances/inst-1284",NULL,"Forwarding Rule","Networking","Cloud Load Balancing","Google","HWOFIESEO7I64D81","Cloud Load Balancing Hours",NULL,"61UGQ10DG5AWP03C.GVXKLYTE","proj-helios-dev","helios-dev","BillingAccount",NULL,NULL,NULL,"Usage-Based","INV-202409-27527","Application Networking",3.4563,212.2548393,4.1146
"AllocatedMethodId-9404","AllocatedResourceId-1162","AllocatedResourceName-9591","{}",135.82932264,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Cloud Storage Bucket in Singapore","2024-09-24T23:00:00Z","2024-09-24T22:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,459.7900000000,"GiB",NULL,205.802004,0.4476,135.82932264,"Google","Google",263.827502,0.5738,"Standard","USD",459.79,"GiB","Google","Google","asia-southeast1","Singapore","//compute.googleapis.com/projects/helios-labs/zones/asia-southeast1-a/instances/inst-8510",NULL,"Bucket","Storage","Cloud Storage","Google","HFNF6DDJFR7DC8Q2","Cloud Storage GiB",NULL,"UVX25PSNJ9LOEMIE.9P0YQ7PW","proj-helios-dev","helios-dev","BillingAccount",NULL,NULL,NULL,"Usage-Based","INV-202409-87020","Object Storage",0.4476,135.82932264,0.5738
"AllocatedMethodId-1725","AllocatedResourceId-9448","AllocatedResourceName-2508","{}",613.97372652,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"BigQuery Dataset in Northern Virginia","2024-09-06T22:00:00Z","2024-09-06T21:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,446.2800000000,"GiB",NULL,797.368476,1.7867,613.97372652,"Google","Google",1139.0850719999999,2.5524,"Dynamic","USD",446.28,"GiB","Google","Google","us-east4","Northern Virginia","//compute.googleapis.com/projects/helios-labs/zones/us-east4-a/instances/inst-5441",NULL,"Dataset","Analytics","BigQuery","Google","7RW8BDYZBT37MD0J","BigQuery GiB",NULL,"1SZV6895LRRTYPFJ.7RICL3TP","proj-helios-prod","helios-prod","BillingAccount","{""team"": ""platform""}",NULL,NULL,"Usage-Based","INV-202409-99846","Data Warehouses",1.7867,613.97372652,2.5524
"AllocatedMethodId-4576","AllocatedResourceId-4800","AllocatedResourceName-9925","{}",18.0226926,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Adjustment",NULL,"Amazon Simple Storage Service Bucket in US West (Oregon)","2024-09-08T19:00:00Z","2024-09-08T18:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.354989999999997,0.5055,18.0226926,"AWS","AWS",33.36465,0.6925,"Other","USD",48.18,"GB","AWS","AWS","us-west-2","US West (Oregon)",NULL,NULL,NULL,"Storage","Amazon Simple Storage Service","AWS","GYVKO5AA8254XEDC","Amazon Simple Storage Service GB",NULL,"NLK1B4PS36SPK13Q.8T1ROEDN","517389287820","Atlas Nimbus","BillingAccount","{""business_unit"": ""OsloData""}",NULL,NULL,"One-Time","INV-202409-28393","Object Storage",0.5055,18.0226926,0.6925
"AllocatedMethodId-4455","AllocatedResourceId-2918","AllocatedResourceName-1679","{}",240.90590435,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Cloud SQL Database Instance in Belgium","2024-09-19T14:00:00Z","2024-09-19T13:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,177.7700000000,"Hours",NULL,283.41871100000003,1.5943,240.90590435,"Google","Google",304.751111,1.7143,"Other","USD",177.77,"Hours","Google","Google","europe-west1","Belgium","//compute.googleapis.com/projects/helios-labs/zones/europe-west1-a/instances/inst-5189",NULL,"Database Instance","Databases","Cloud SQL","Google","FJWX667MKNB48HRH","Cloud SQL Hours",NULL,"IV3B02D35LTQVT4U.2EGOHX07","proj-helios-dev","helios-dev","BillingAccount","{""cost_center"": ""CC-2042"", ""owner"": ""g.hopper""}",NULL,"us-central1-a","Usage-Based","INV-202409-73761","Relational Databases",1.5943,240.90590435,1.7143
"AllocatedMethodId-7783","AllocatedResourceId-3351","AllocatedResourceName-4095","{}",868.164143,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure SQL Database SQL Database in West Europe","2024-09-13T15:00:00Z","2024-09-13T14:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,443.0200000000,"Hours",NULL,1127.4859,2.5450,868.164143,"Microsoft","Microsoft",1266.81569,2.8595,"Dynamic","USD",443.02,"Hours","Microsoft","Microsoft","westeurope","West Europe","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-134/providers/Microsoft.Compute/virtualMachines/vm-4597",NULL,"SQL Database","Databases","Azure SQL Database","Microsoft","4IYML4WCL5EJYTLH","Azure SQL Database Hours",NULL,"ALP92K79B5P10T5C.YUAHZROP","sub-2b7c","Staging","BillingProfile","{""application"": ""BrightSourceCore"", ""owner"": ""k.johnson"", ""cost_center"": ""CC-3090""}",NULL,NULL,"Usage-Based","INV-202409-55284","Relational Databases",2.5450,868.164143,2.8595
"AllocatedMethodId-2984","AllocatedResourceId-7958","AllocatedResourceName-1325","{}",311.1197076,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Compute Engine VM Instance in Belgium","2024-09-04T08:00:00Z","2024-09-04T07:00:00Z","Spend","cd-246805","commit-6805",NULL,"Used","Reserved Instance",NULL,235.8000000000,"Hours",NULL,501.80598,2.1281,311.1197076,"Google","Google",809.35992,3.4324,"Committed","USD",235.80,"Hours","Google","Google","europe-west1","Belgium","//compute.googleapis.com/projects/helios-labs/zones/europe-west1-a/instances/inst-2277",NULL,"VM Instance","Compute","Compute Engine","Google","WYD77BS1YE2HAFS4","Compute Engine Hours",NULL,"8LQ3WGH5MCZ0UDZ6.76X31CL3","proj-helios-prod","helios-prod","BillingAccount","{""owner"": ""g.hopper""}",NULL,"asia-southeast1-c","Usage-Based","INV-202409-35802","Virtual Machines",2.1281,311.1197076,3.4324
"AllocatedMethodId-9883","AllocatedResourceId-4653","AllocatedResourceName-4656","{}",12.9410138,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure SQL Database SQL Database in East US","2024-09-30T10:00:00Z","2024-09-30T09:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.8100000000,"Hours",NULL,19.909252,2.5492,12.9410138,"Microsoft","Microsoft",32.111596,4.1116,"Standard","USD",7.81,"Hours","Microsoft","Microsoft","eastus","East US","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-18/providers/Microsoft.Compute/virtualMachines/vm-6871",NULL,"SQL Database","Databases","Azure SQL Database","Microsoft","1QU1TY80Y3ZQ0HRK","Azure SQL Database Hours",NULL,"6TABAAHN2QM26R5G.B4P6LMLJ","sub-9a1f","Production","BillingProfile","{""owner"": ""k.johnson""}",NULL,"westeurope-2","Usage-Based","INV-202409-52613","Relational Databases",2.5492,12.9410138,4.1116
"AllocatedMethodId-3225","AllocatedResourceId-4155","AllocatedResourceName-9047","{}",28.890768,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Credit",NULL,"Oracle Functions Function in US East (Ashburn)","2024-09-09T23:00:00Z","2024-09-09T22:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36.113459999999996,1.6260,28.890768,"Oracle","Oracle",38.014636,1.7116,"Standard","USD",22.21,"Invocations","Oracle","Oracle","us-ashburn-1","US East (Ashburn)",NULL,NULL,NULL,"Compute","Oracle Functions","Oracle","CBWFH7YKR5PNNT6F","Oracle Functions Invocations",NULL,"SDIZYOFUWW7DB64X.5V3VGNH6","ocid1.compartment.oc1..prod","production","Tenancy","{""team"": ""platform"", ""application"": ""BrightLensMatrix""}",NULL,NULL,"One-Time","INV-202409-39277","Serverless Compute",1.6260,28.890768,1.7116
