"BillingCurrency","ContractCommitmentCategory","ContractCommitmentCost","ContractCommitmentDescription","ContractCommitmentId","ContractCommitmentPeriodEnd","ContractCommitmentPeriodStart","ContractCommitmentQuantity","ContractCommitmentType","ContractCommitmentUnit","ContractId","ContractPeriodEnd","ContractPeriodStart"
"USD","Spend",1013.377788,"ContractCommitmentDescription 9061","contractcommitment-307140","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",847.437794,"Committed Use Discount","Hours","contract-530670","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",2260.952329,"ContractCommitmentDescription 7477","contractcommitment-492491","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2992.849526,"Savings Plan","Hours","contract-662484","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",3537.377771,"ContractCommitmentDescription 8110","contractcommitment-106092","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3592.367462,"Committed Use Discount","Hours","contract-216041","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",7439.239869,"ContractCommitmentDescription 1517","contractcommitment-268099","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6662.048191,"Savings Plan","Hours","contract-224562","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",3248.876985,"ContractCommitmentDescription 7551","contractcommitment-626236","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7259.945566,"Committed Use Discount","Hours","contract-237801","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",5000.009314,"ContractCommitmentDescription 4874","contractcommitment-154567","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6783.103185,"Savings Plan","Hours","contract-726090","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",826.148969,"ContractCommitmentDescription 8027","contractcommitment-359781","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6176.131603,"Committed Use Discount","Hours","contract-295937","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",6663.304479,"ContractCommitmentDescription 8031","contractcommitment-308050","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4738.928281,"Reserved Instance","Hours","contract-740785","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",1322.958127,"ContractCommitmentDescription 1628","contractcommitment-387164","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9903.987958,"Reserved Instance","Hours","contract-118519","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",7001.588615,"ContractCommitmentDescription 4791","contractcommitment-332548","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3361.778515,"Savings Plan","Hours","contract-634630","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",2805.559407,"ContractCommitmentDescription 6751","contractcommitment-846151","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4180.741999,"Savings Plan","Hours","contract-290580","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",4720.581642,"ContractCommitmentDescription 2650","contractcommitment-551839","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1848.40003,"Savings Plan","Hours","contract-450520","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",3312.117335,"ContractCommitmentDescription 6920","contractcommitment-879020","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7788.083076,"Committed Use Discount","Hours","contract-349825","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",1304.854052,"ContractCommitmentDescription 2971","contractcommitment-143032","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5865.614561,"Committed Use Discount","Hours","contract-302299","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",3014.764169,"ContractCommitmentDescription 8769","contractcommitment-897953","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2019.991169,"Committed Use Discount","Hours","contract-145939","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",8915.86653,"ContractCommitmentDescription 6690","contractcommitment-483791","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4484.822201,"Committed Use Discount","Hours","contract-557311","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",1669.35128,"ContractCommitmentDescription 5491","contractcommitment-830549","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9674.869413,"Savings Plan","Hours","contract-693677","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",1655.182201,"ContractCommitmentDescription 9344","contractcommitment-502810","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5624.985902,"Savings Plan","Hours","contract-736714","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",5921.12755,"ContractCommitmentDescription 1145","contractcommitment-929053","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5127.956752,"Committed Use Discount","Hours","contract-371407","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",1711.090969,"ContractCommitmentDescription 1747","contractcommitment-659484","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2382.167748,"Reserved Instance","Hours","contract-391248","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",13.999615,"ContractCommitmentDescription 6692","contractcommitment-763416","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6051.595358,"Savings Plan","Hours","contract-187289","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",9852.612842,"ContractCommitmentDescription 1170","contractcommitment-963955","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3554.831536,"Committed Use Discount","Hours","contract-285320","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",9456.563045,"ContractCommitmentDescription 5216","contractcommitment-756649","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6343.055412,"Committed Use Discount","Hours","contract-956526","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",1556.414772,"ContractCommitmentDescription 4796","contractcommitment-865263","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7262.861239,"Savings Plan","Hours","contract-602275","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",1888.599215,"ContractCommitmentDescription 9036","contractcommitment-864915","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1804.066423,"Savings Plan","Hours","contract-425226","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",1435.2236,"ContractCommitmentDescription 7986","contractcommitment-357167","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4550.241598,"Committed Use Discount","Hours","contract-205102","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",207.159155,"ContractCommitmentDescription 1222","contractcommitment-900530","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8305.171329,"Reserved Instance","Hours","contract-360406","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",9576.176911,"ContractCommitmentDescription 2742","contractcommitment-668716","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7361.315103,"Savings Plan","Hours","contract-312149","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",3317.563197,"ContractCommitmentDescription 3531","contractcommitment-355652","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",558.755066,"Committed Use Discount","Hours","contract-757966","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",1025.660896,"ContractCommitmentDescription 7804","contractcommitment-248724","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",12.104207,"Reserved Instance","Hours","contract-337686","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",2258.843923,"ContractCommitmentDescription 7303","contractcommitment-820126","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8842.239135,"Reserved Instance","Hours","contract-277795","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",6156.96768,"ContractCommitmentDescription 2939","contractcommitment-478004","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9233.196074,"Reserved Instance","Hours","contract-733870","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",6794.333117,"ContractCommitmentDescription 3461","contractcommitment-799686","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6871.607177,"Committed Use Discount","Hours","contract-465308","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",7888.561264,"ContractCommitmentDescription 3435","contractcommitment-915565","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6558.541219,"Savings Plan","Hours","contract-509573","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",9595.853144,"ContractCommitmentDescription 5562","contractcommitment-251695","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",904.470185,"Reserved Instance","Hours","contract-904819","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",6934.208346,"ContractCommitmentDescription 7782","contractcommitment-730973","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7935.015905,"Savings Plan","Hours","contract-941105","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",5324.744324,"ContractCommitmentDescription 4770","contractcommitment-503310","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",836.177214,"Committed Use Discount","Hours","contract-652542","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",9939.053122,"ContractCommitmentDescription 1281","contractcommitment-480002","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5583.74468,"Reserved Instance","Hours","contract-162471","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",8352.523361,"ContractCommitmentDescription 7898","contractcommitment-354276","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2107.373687,"Reserved Instance","Hours","contract-883281","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",6961.225343,"ContractCommitmentDescription 7958","contractcommitment-489739","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",540.833451,"Reserved Instance","Hours","contract-599988","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",2450.458041,"ContractCommitmentDescription 1204","contractcommitment-696831","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8310.679928,"Savings Plan","Hours","contract-902598","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",4701.845006,"ContractCommitmentDescription 6526","contractcommitment-565540","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7813.969079,"Committed Use Discount","Hours","contract-400699","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",5032.954228,"ContractCommitmentDescription 1178","contractcommitment-515645","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8326.800944,"Committed Use Discount","Hours","contract-681074","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",4236.702616,"ContractCommitmentDescription 3569","contractcommitment-385031","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9731.223292,"Committed Use Discount","Hours","contract-231211","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",1836.937727,"ContractCommitmentDescription 2264","contractcommitment-956223","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6924.265956,"Savings Plan","Hours","contract-784405","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",1947.305893,"ContractCommitmentDescription 2776","contractcommitment-209471","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",778.085765,"Committed Use Discount","Hours","contract-129411","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",2119.099468,"ContractCommitmentDescription 1179","contractcommitment-893270","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9096.870147,"Reserved Instance","Hours","contract-769399","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",5637.39322,"ContractCommitmentDescription 8926","contractcommitment-147899","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",480.489009,"Reserved Instance","Hours","contract-108890","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",7518.422707,"ContractCommitmentDescription 6830","contractcommitment-235808","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7026.568105,"Reserved Instance","Hours","contract-527070","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",4769.53034,"ContractCommitmentDescription 1612","contractcommitment-404212","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1612.230029,"Committed Use Discount","Hours","contract-182578","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",9934.166295,"ContractCommitmentDescription 9218","contractcommitment-641380","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9922.788719,"Committed Use Discount","Hours","contract-905973","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",6234.707673,"ContractCommitmentDescription 8059","contractcommitment-141956","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8906.79931,"Committed Use Discount","Hours","contract-350725","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",974.060431,"ContractCommitmentDescription 1244","contractcommitment-249550","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7663.173144,"Savings Plan","Hours","contract-936116","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",9340.559713,"ContractCommitmentDescription 3645","contractcommitment-171472","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2801.173223,"Savings Plan","Hours","contract-193563","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",7631.463697,"ContractCommitmentDescription 8242","contractcommitment-781880","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9241.607721,"Reserved Instance","Hours","contract-141515","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",4408.276779,"ContractCommitmentDescription 9396","contractcommitment-985874","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6246.319112,"Savings Plan","Hours","contract-187546","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",6206.137238,"ContractCommitmentDescription 1934","contractcommitment-877039","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7905.906383,"Committed Use Discount","Hours","contract-262070","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",8538.291907,"ContractCommitmentDescription 4654","contractcommitment-507081","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8741.58885,"Committed Use Discount","Hours","contract-465887","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",858.225463,"ContractCommitmentDescription 2775","contractcommitment-516226","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7682.166504,"Reserved Instance","Hours","contract-444688","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",7022.908385,"ContractCommitmentDescription 8802","contractcommitment-219879","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2783.750628,"Reserved Instance","Hours","contract-263306","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",9878.107429,"ContractCommitmentDescription 7230","contractcommitment-165431","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9364.596666,"Savings Plan","Hours","contract-596405","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",2698.481102,"ContractCommitmentDescription 3885","contractcommitment-187651","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1417.378937,"Savings Plan","Hours","contract-185678","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",1840.782898,"ContractCommitmentDescription 1880","contractcommitment-196931","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8949.56588,"Savings Plan","Hours","contract-889762","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",4754.994179,"ContractCommitmentDescription 3632","contractcommitment-830532","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4367.839869,"Committed Use Discount","Hours","contract-962994","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",3237.325748,"ContractCommitmentDescription 6185","contractcommitment-114875","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1505.062796,"Savings Plan","Hours","contract-623706","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",9882.386062,"ContractCommitmentDescription 3059","contractcommitment-765104","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4493.286508,"Committed Use Discount","Hours","contract-138258","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",2161.372851,"ContractCommitmentDescription 4436","contractcommitment-300444","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9717.445052,"Committed Use Discount","Hours","contract-488241","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",6993.171461,"ContractCommitmentDescription 8471","contractcommitment-534166","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4103.868108,"Savings Plan","Hours","contract-546535","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",1768.951606,"ContractCommitmentDescription 3664","contractcommitment-669128","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4358.761637,"Savings Plan","Hours","contract-764909","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",6496.245862,"ContractCommitmentDescription 7738","contractcommitment-208711","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4964.049291,"Committed Use Discount","Hours","contract-204545","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",8517.052563,"ContractCommitmentDescription 4471","contractcommitment-333705","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7768.802528,"Committed Use Discount","Hours","contract-220063","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",9079.935686,"ContractCommitmentDescription 7484","contractcommitment-107974","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9396.168096,"Reserved Instance","Hours","contract-397380","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",41.575573,"ContractCommitmentDescription 7792","contractcommitment-134261","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",155.300649,"Reserved Instance","Hours","contract-981610","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",5557.395814,"ContractCommitmentDescription 7412","contractcommitment-302019","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6162.679169,"Savings Plan","Hours","contract-940257","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",4031.190195,"ContractCommitmentDescription 6212","contractcommitment-642404","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1584.436554,"Reserved Instance","Hours","contract-844515","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",8373.37878,"ContractCommitmentDescription 3605","contractcommitment-438065","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2037.625767,"Reserved Instance","Hours","contract-558669","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",5717.938347,"ContractCommitmentDescription 1414","contractcommitment-878399","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7341.691638,"Savings Plan","Hours","contract-295617","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",7263.126208,"ContractCommitmentDescription 7194","contractcommitment-907814","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2604.797234,"Reserved Instance","Hours","contract-186993","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",4591.277236,"ContractCommitmentDescription 3010","contractcommitment-212278","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1418.353862,"Savings Plan","Hours","contract-197283","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",4910.369575,"ContractCommitmentDescription 1359","contractcommitment-533843","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",735.759697,"Committed Use Discount","Hours","contract-320511","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",2987.549827,"ContractCommitmentDescription 3927","contractcommitment-791710","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5672.938498,"Committed Use Discount","Hours","contract-222900","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",1583.882684,"ContractCommitmentDescription 5169","contractcommitment-227500","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1928.452597,"Reserved Instance","Hours","contract-124157","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",3275.397281,"ContractCommitmentDescription 4600","contractcommitment-187496","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7277.43899,"Reserved Instance","Hours","contract-386960","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",4670.437481,"ContractCommitmentDescription 9123","contractcommitment-557244","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5126.565467,"Savings Plan","Hours","contract-362241","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",5836.482554,"ContractCommitmentDescription 6105","contractcommitment-273699","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7940.995262,"Committed Use Discount","Hours","contract-554527","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",6072.956501,"ContractCommitmentDescription 8033","contractcommitment-309422","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5671.420347,"Savings Plan","Hours","contract-571233","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",2934.735462,"ContractCommitmentDescription 9691","contractcommitment-469364","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3983.06668,"Reserved Instance","Hours","contract-948340","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",2151.841645,"ContractCommitmentDescription 7089","contractcommitment-490032","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1450.39676,"Savings Plan","Hours","contract-110100","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",8987.439739,"ContractCommitmentDescription 2085","contractcommitment-504321","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2836.142525,"Reserved Instance","Hours","contract-328026","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",5739.483974,"ContractCommitmentDescription 7909","contractcommitment-815267","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7562.012034,"Savings Plan","Hours","contract-307775","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",4212.372461,"ContractCommitmentDescription 3033","contractcommitment-574779","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1711.39729,"Savings Plan","Hours","contract-347906","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",2843.658189,"ContractCommitmentDescription 7599","contractcommitment-138805","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8958.295251,"Committed Use Discount","Hours","contract-453778","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",2746.735462,"ContractCommitmentDescription 6665","contractcommitment-519791","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",797.67209,"Savings Plan","Hours","contract-742064","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",8430.756433,"ContractCommitmentDescription 2683","contractcommitment-130710","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2240.143571,"Reserved Instance","Hours","contract-210242","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",7241.079129,"ContractCommitmentDescription 7043","contractcommitment-955792","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9028.805832,"Reserved Instance","Hours","contract-372302","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",3293.289742,"ContractCommitmentDescription 7218","contractcommitment-383023","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6986.648304,"Reserved Instance","Hours","contract-225725","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",6682.352507,"ContractCommitmentDescription 9548","contractcommitment-653217","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2405.234469,"Savings Plan","Hours","contract-394169","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",7113.813764,"ContractCommitmentDescription 6783","contractcommitment-685645","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8355.420967,"Reserved Instance","Hours","contract-828723","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",6704.989539,"ContractCommitmentDescription 8670","contractcommitment-958271","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3850.602224,"Savings Plan","Hours","contract-456987","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",7085.123618,"ContractCommitmentDescription 3523","contractcommitment-988990","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5045.114093,"Reserved Instance","Hours","contract-481308","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",1879.534726,"ContractCommitmentDescription 5552","contractcommitment-543646","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1641.96325,"Savings Plan","Hours","contract-254444","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",1870.29766,"ContractCommitmentDescription 1468","contractcommitment-599374","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6618.855039,"Savings Plan","Hours","contract-378479","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",1506.200462,"ContractCommitmentDescription 9227","contractcommitment-551777","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5079.268242,"Reserved Instance","Hours","contract-385830","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",1939.316265,"ContractCommitmentDescription 4103","contractcommitment-522253","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1766.451045,"Savings Plan","Hours","contract-736955","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",6463.448573,"ContractCommitmentDescription 2819","contractcommitment-330246","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1151.879061,"Reserved Instance","Hours","contract-350365","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",3919.080898,"ContractCommitmentDescription 2659","contractcommitment-330569","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7339.243727,"Committed Use Discount","Hours","contract-619225","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",7058.533475,"ContractCommitmentDescription 5718","contractcommitment-869531","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",31.068705,"Reserved Instance","Hours","contract-834497","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",1666.454538,"ContractCommitmentDescription 6442","contractcommitment-577328","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1418.336553,"Reserved Instance","Hours","contract-548709","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Spend",6792.029423,"ContractCommitmentDescription 1159","contractcommitment-722859","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3521.436451,"Savings Plan","Hours","contract-612027","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
"USD","Usage",8353.590312,"ContractCommitmentDescription 9606","contractcommitment-627587","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1673.047375,"Reserved Instance","Hours","contract-204849","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z"
