"BillingCurrency","ContractCommitmentApplicability","ContractCommitmentBenefitCategory","ContractCommitmentCategory","ContractCommitmentCost","ContractCommitmentCreated","ContractCommitmentDescription","ContractCommitmentDiscountPercentage","ContractCommitmentDurationType","ContractCommitmentFulfillmentInterval","ContractCommitmentId","ContractCommitmentLastUpdated","ContractCommitmentLifecycleStatus","ContractCommitmentModel","ContractCommitmentOfferCategory","ContractCommitmentPaymentInterval","ContractCommitmentPaymentModel","ContractCommitmentPaymentUpfrontPercentage","ContractCommitmentPeriodEnd","ContractCommitmentPeriodStart","ContractCommitmentQuantity","ContractCommitmentType","ContractCommitmentUnit","ContractId","ContractPeriodEnd","ContractPeriodStart","InvoiceIssuerName","PricingCurrency","PricingCurrencyContractCommitmentCost","ServiceProviderName"
"USD","{}","Entitlement","Usage",7597.456316,"2024-08-29T00:00:00Z","ContractCommitmentDescription 9154",7187.646189,"Reserved Instance","Total Term","contractcommitment-842306","2024-10-03T00:00:00Z","Superseded","Discontinuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5189.449135,"Reserved Instance","Hours","contract-129442","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",8123.207664,"Oracle"
"USD","{}","Discount","Spend",1732.663292,"2024-08-27T00:00:00Z","ContractCommitmentDescription 1728",2653.115672,"Committed Use Discount","Total Term","contractcommitment-736045","2024-10-06T00:00:00Z","Superseded","Discontinuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7399.811202,"Committed Use Discount","Hours","contract-799764","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",5143.345547,"AWS"
"USD","{}","Discount","Spend",2019.951941,"2024-08-24T00:00:00Z","ContractCommitmentDescription 5556",9779.898472,"Reserved Instance","Annually","contractcommitment-776758","2024-10-11T00:00:00Z","Proposed","Discontinuous","Negotiated","Semi-Annual","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8718.252269,"Reserved Instance","Hours","contract-123950","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",7789.448287,"Microsoft"
"USD","{}","Availability","Spend",4779.687395,"2024-08-13T00:00:00Z","ContractCommitmentDescription 9378",NULL,"Committed Use Discount","Monthly","contractcommitment-105151","2024-10-06T00:00:00Z","Expired","Discontinuous","Public","One-Time","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4998.65242,"Committed Use Discount","Hours","contract-252236","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",3978.195045,"Microsoft"
"USD","{}","Discount","Usage",4101.115127,"2024-08-27T00:00:00Z","ContractCommitmentDescription 3287",535.03462,"Committed Use Discount","Daily","contractcommitment-221565","2024-10-02T00:00:00Z","Proposed","Discontinuous","Public","One-Time","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",418.511191,"Committed Use Discount","Hours","contract-568179","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",1359.867731,"Microsoft"
"USD","{}","Entitlement","Spend",2936.122237,"2024-08-15T00:00:00Z","ContractCommitmentDescription 4153",4314.485519,"Savings Plan","Monthly","contractcommitment-662192","2024-10-08T00:00:00Z","Proposed","Continuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7766.487563,"Reserved Instance","Hours","contract-901489","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",7850.010118,"Google"
"USD","{}","Other","Spend",9219.289894,"2024-08-28T00:00:00Z","ContractCommitmentDescription 1143",5764.295508,"Savings Plan","Weekly","contractcommitment-257420","2024-10-02T00:00:00Z","Expired","Discontinuous","Public","Monthly","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5914.012134,"Committed Use Discount","Hours","contract-466975","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",7215.74205,"Microsoft"
"USD","{}","Availability","Spend",7792.188949,"2024-08-31T00:00:00Z","ContractCommitmentDescription 9135",NULL,"Reserved Instance","Monthly","contractcommitment-575774","2024-10-04T00:00:00Z","Proposed","Continuous","Public","Monthly","Partial Upfront",9351.688501,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5496.949727,"Committed Use Discount","Hours","contract-506185","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",3069.451583,"AWS"
"USD","{}","Entitlement","Spend",1408.458277,"2024-08-25T00:00:00Z","ContractCommitmentDescription 8894",9301.85229,"Savings Plan","Daily","contractcommitment-479398","2024-10-01T00:00:00Z","Expired","Continuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",603.089643,"Committed Use Discount","Hours","contract-564639","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",7188.409844,"Microsoft"
"USD","{}","Other","Spend",1299.876059,"2024-08-18T00:00:00Z","ContractCommitmentDescription 5610",5310.472,"Reserved Instance","Semi-Annually","contractcommitment-434952","2024-10-07T00:00:00Z","Active","Continuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2854.557934,"Reserved Instance","Hours","contract-230751","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",168.601395,"AWS"
"USD","{}","Other","Usage",4231.891326,"2024-08-19T00:00:00Z","ContractCommitmentDescription 6050",6229.064097,"Savings Plan","Total Term","contractcommitment-718788","2024-10-08T00:00:00Z","Canceled","Discontinuous","Public","Quarterly","Partial Upfront",8435.053093,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9457.701537,"Savings Plan","Hours","contract-982459","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",1064.250256,"Google"
"USD","{}","Discount","Spend",7691.568741,"2024-08-17T00:00:00Z","ContractCommitmentDescription 9424",1226.368177,"Reserved Instance","Hourly","contractcommitment-945253","2024-10-07T00:00:00Z","Canceled","Discontinuous","Negotiated","One-Time","Partial Upfront",3986.383399,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7634.442444,"Reserved Instance","Hours","contract-269737","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",4238.052779,"Google"
"USD","{}","Availability","Usage",1074.021544,"2024-08-14T00:00:00Z","ContractCommitmentDescription 1499",NULL,"Reserved Instance","Semi-Annually","contractcommitment-838516","2024-10-01T00:00:00Z","Proposed","Discontinuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4529.631294,"Reserved Instance","Hours","contract-584385","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",7126.21251,"AWS"
"USD","{}","Availability","Usage",3002.365693,"2024-08-29T00:00:00Z","ContractCommitmentDescription 7563",NULL,"Committed Use Discount","Monthly","contractcommitment-125994","2024-10-01T00:00:00Z","Proposed","Discontinuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6763.661307,"Savings Plan","Hours","contract-837576","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",4294.849157,"Google"
"USD","{}","Discount","Usage",1989.64797,"2024-08-16T00:00:00Z","ContractCommitmentDescription 4282",6069.626913,"Reserved Instance","Total Term","contractcommitment-366570","2024-10-01T00:00:00Z","Superseded","Discontinuous","Public","Semi-Annual","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5851.471876,"Committed Use Discount","Hours","contract-971044","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",1382.220216,"Google"
"USD","{}","Other","Usage",4255.635448,"2024-08-31T00:00:00Z","ContractCommitmentDescription 6088",9650.809491,"Committed Use Discount","Custom","contractcommitment-126144","2024-10-01T00:00:00Z","Superseded","Continuous","Negotiated","One-Time","Partial Upfront",5885.142869,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6665.365284,"Reserved Instance","Hours","contract-139165","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",196.478572,"Oracle"
"USD","{}","Discount","Usage",5741.688535,"2024-08-13T00:00:00Z","ContractCommitmentDescription 6161",2492.905234,"Committed Use Discount","Daily","contractcommitment-432048","2024-10-04T00:00:00Z","Superseded","Continuous","Negotiated","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",378.978089,"Committed Use Discount","Hours","contract-777992","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",8301.309541,"Google"
"USD","{}","Entitlement","Spend",1986.637821,"2024-08-19T00:00:00Z","ContractCommitmentDescription 8192",6851.55713,"Savings Plan","Annually","contractcommitment-732277","2024-10-10T00:00:00Z","Expired","Discontinuous","Negotiated","Semi-Annual","Partial Upfront",9554.52048,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1484.398634,"Savings Plan","Hours","contract-151489","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",4850.213936,"Oracle"
"USD","{}","Other","Spend",2109.354193,"2024-08-24T00:00:00Z","ContractCommitmentDescription 9444",6697.315022,"Committed Use Discount","Quarterly","contractcommitment-711177","2024-10-04T00:00:00Z","Expired","Continuous","Public","One-Time","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9110.708405,"Reserved Instance","Hours","contract-989319","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",9880.451482,"Google"
"USD","{}","Other","Spend",1056.911877,"2024-08-31T00:00:00Z","ContractCommitmentDescription 7729",549.224678,"Reserved Instance","Hourly","contractcommitment-761467","2024-10-04T00:00:00Z","Superseded","Discontinuous","Negotiated","Annual","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6843.461596,"Committed Use Discount","Hours","contract-724399","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",5044.567651,"Microsoft"
"USD","{}","Discount","Usage",9278.033723,"2024-08-27T00:00:00Z","ContractCommitmentDescription 9326",305.35786,"Reserved Instance","Transactional","contractcommitment-518383","2024-10-02T00:00:00Z","Active","Discontinuous","Negotiated","Monthly","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8801.773331,"Savings Plan","Hours","contract-638071","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",7374.4557,"Oracle"
"USD","{}","Other","Spend",5390.997542,"2024-08-13T00:00:00Z","ContractCommitmentDescription 2011",8118.702846,"Savings Plan","Transactional","contractcommitment-149096","2024-10-08T00:00:00Z","Exhausted","Discontinuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8425.926207,"Reserved Instance","Hours","contract-690798","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",851.280339,"Microsoft"
"USD","{}","Other","Usage",7914.632869,"2024-08-29T00:00:00Z","ContractCommitmentDescription 7938",5596.889101,"Committed Use Discount","Weekly","contractcommitment-585867","2024-10-11T00:00:00Z","Canceled","Discontinuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",431.346937,"Savings Plan","Hours","contract-848035","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",1179.139857,"Oracle"
"USD","{}","Other","Spend",4943.554766,"2024-08-13T00:00:00Z","ContractCommitmentDescription 5065",1770.292855,"Savings Plan","Transactional","contractcommitment-685302","2024-10-07T00:00:00Z","Pending","Discontinuous","Public","Quarterly","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4602.394967,"Committed Use Discount","Hours","contract-290552","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",2928.498733,"AWS"
"USD","{}","Other","Usage",5467.984397,"2024-08-12T00:00:00Z","ContractCommitmentDescription 5338",9355.565057,"Savings Plan","Hourly","contractcommitment-378548","2024-10-07T00:00:00Z","Exhausted","Discontinuous","Negotiated","One-Time","Partial Upfront",116.152477,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5608.331437,"Reserved Instance","Hours","contract-249253","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",1598.072423,"AWS"
"USD","{}","Entitlement","Spend",5025.32847,"2024-08-13T00:00:00Z","ContractCommitmentDescription 4637",2659.182216,"Savings Plan","Transactional","contractcommitment-830530","2024-10-04T00:00:00Z","Expired","Continuous","Negotiated","Semi-Annual","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3951.885214,"Reserved Instance","Hours","contract-566799","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",6019.424615,"Google"
"USD","{}","Discount","Usage",738.530473,"2024-08-18T00:00:00Z","ContractCommitmentDescription 2850",5864.979393,"Committed Use Discount","Monthly","contractcommitment-475125","2024-10-01T00:00:00Z","Canceled","Continuous","Negotiated","Custom","Partial Upfront",1079.604643,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2133.437952,"Committed Use Discount","Hours","contract-100445","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",3417.290165,"AWS"
"USD","{}","Discount","Usage",3324.50716,"2024-08-30T00:00:00Z","ContractCommitmentDescription 1359",9100.097579,"Savings Plan","Quarterly","contractcommitment-886931","2024-10-05T00:00:00Z","Active","Discontinuous","Negotiated","Quarterly","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4289.177233,"Committed Use Discount","Hours","contract-302635","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",6970.1455,"Microsoft"
"USD","{}","Discount","Usage",7556.05502,"2024-08-31T00:00:00Z","ContractCommitmentDescription 8933",8965.757036,"Committed Use Discount","Daily","contractcommitment-909919","2024-10-10T00:00:00Z","Expired","Continuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5466.211634,"Reserved Instance","Hours","contract-667323","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",9564.261057,"Google"
"USD","{}","Discount","Usage",796.194557,"2024-08-19T00:00:00Z","ContractCommitmentDescription 5437",4136.994743,"Reserved Instance","Monthly","contractcommitment-980525","2024-10-08T00:00:00Z","Active","Continuous","Public","Custom","Partial Upfront",9471.849297,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5459.150182,"Committed Use Discount","Hours","contract-747397","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",8047.663489,"AWS"
"USD","{}","Other","Usage",9303.097912,"2024-08-13T00:00:00Z","ContractCommitmentDescription 7244",5672.21398,"Committed Use Discount","Daily","contractcommitment-443226","2024-10-07T00:00:00Z","Active","Discontinuous","Public","Custom","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6136.971052,"Committed Use Discount","Hours","contract-161434","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",8448.184854,"Microsoft"
"USD","{}","Discount","Usage",1133.885165,"2024-08-20T00:00:00Z","ContractCommitmentDescription 8773",786.063256,"Committed Use Discount","Hourly","contractcommitment-338099","2024-10-04T00:00:00Z","Superseded","Discontinuous","Negotiated","Semi-Annual","Partial Upfront",2485.528693,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9758.642294,"Committed Use Discount","Hours","contract-204866","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",5146.677835,"Oracle"
"USD","{}","Other","Usage",76.783303,"2024-08-21T00:00:00Z","ContractCommitmentDescription 1405",5941.17393,"Committed Use Discount","Custom","contractcommitment-415760","2024-10-06T00:00:00Z","Superseded","Continuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",469.583071,"Savings Plan","Hours","contract-815557","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",8651.839068,"Google"
"USD","{}","Availability","Usage",2621.307981,"2024-08-18T00:00:00Z","ContractCommitmentDescription 1235",NULL,"Savings Plan","Semi-Annually","contractcommitment-544167","2024-10-08T00:00:00Z","Superseded","Discontinuous","Public","Semi-Annual","Partial Upfront",5375.179566,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",291.842041,"Savings Plan","Hours","contract-905312","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",3189.322573,"Oracle"
"USD","{}","Other","Spend",2425.166358,"2024-08-25T00:00:00Z","ContractCommitmentDescription 7054",2580.885425,"Savings Plan","Annually","contractcommitment-921327","2024-10-09T00:00:00Z","Pending","Continuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1083.986938,"Committed Use Discount","Hours","contract-732973","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",6082.401451,"Microsoft"
"USD","{}","Entitlement","Spend",1749.07909,"2024-08-30T00:00:00Z","ContractCommitmentDescription 5818",1810.439524,"Savings Plan","Annually","contractcommitment-601601","2024-10-01T00:00:00Z","Canceled","Discontinuous","Public","Semi-Annual","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6132.731294,"Savings Plan","Hours","contract-208691","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",790.650783,"Microsoft"
"USD","{}","Availability","Usage",9933.735062,"2024-08-28T00:00:00Z","ContractCommitmentDescription 1100",NULL,"Committed Use Discount","Hourly","contractcommitment-213610","2024-10-02T00:00:00Z","Exhausted","Discontinuous","Public","Custom","Partial Upfront",9916.369659,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1278.521508,"Reserved Instance","Hours","contract-705908","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",5955.243921,"Google"
"USD","{}","Entitlement","Usage",7925.283183,"2024-08-17T00:00:00Z","ContractCommitmentDescription 3688",6385.940523,"Savings Plan","Daily","contractcommitment-254428","2024-10-01T00:00:00Z","Canceled","Continuous","Negotiated","One-Time","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2288.075666,"Savings Plan","Hours","contract-339050","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",4300.83717,"Google"
"USD","{}","Availability","Spend",3684.957846,"2024-08-14T00:00:00Z","ContractCommitmentDescription 5337",NULL,"Reserved Instance","Quarterly","contractcommitment-234130","2024-10-01T00:00:00Z","Proposed","Continuous","Public","Quarterly","Partial Upfront",7969.159093,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9799.482595,"Savings Plan","Hours","contract-132962","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",6758.206334,"Oracle"
"USD","{}","Other","Usage",7397.675153,"2024-08-23T00:00:00Z","ContractCommitmentDescription 4224",8455.099455,"Reserved Instance","Daily","contractcommitment-246741","2024-10-05T00:00:00Z","Pending","Continuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7364.789824,"Savings Plan","Hours","contract-572645","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",4383.883618,"Oracle"
"USD","{}","Entitlement","Usage",1697.210374,"2024-08-25T00:00:00Z","ContractCommitmentDescription 4139",8676.098349,"Committed Use Discount","Transactional","contractcommitment-497941","2024-10-04T00:00:00Z","Canceled","Continuous","Negotiated","Semi-Annual","Partial Upfront",7142.167763,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",6550.547968,"Reserved Instance","Hours","contract-736213","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",7840.381666,"Oracle"
"USD","{}","Entitlement","Spend",3866.13001,"2024-08-30T00:00:00Z","ContractCommitmentDescription 4760",3249.997103,"Committed Use Discount","Transactional","contractcommitment-970049","2024-10-05T00:00:00Z","Pending","Discontinuous","Negotiated","Quarterly","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",118.153023,"Committed Use Discount","Hours","contract-639704","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",691.235789,"Microsoft"
"USD","{}","Discount","Usage",3453.403785,"2024-08-17T00:00:00Z","ContractCommitmentDescription 3822",2788.54141,"Savings Plan","Semi-Annually","contractcommitment-374362","2024-10-08T00:00:00Z","Active","Discontinuous","Negotiated","Annual","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8790.081841,"Committed Use Discount","Hours","contract-598190","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",6027.674051,"Oracle"
"USD","{}","Availability","Spend",6436.493888,"2024-08-17T00:00:00Z","ContractCommitmentDescription 3020",NULL,"Savings Plan","Transactional","contractcommitment-637387","2024-10-09T00:00:00Z","Canceled","Discontinuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9881.719916,"Committed Use Discount","Hours","contract-914126","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",1550.035543,"Microsoft"
"USD","{}","Entitlement","Usage",1046.541279,"2024-08-22T00:00:00Z","ContractCommitmentDescription 8363",6810.237403,"Savings Plan","Annually","contractcommitment-343847","2024-10-06T00:00:00Z","Proposed","Continuous","Public","Custom","Partial Upfront",1750.29548,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1322.011717,"Reserved Instance","Hours","contract-721168","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",4495.304612,"AWS"
"USD","{}","Discount","Usage",300.835624,"2024-08-24T00:00:00Z","ContractCommitmentDescription 3574",9437.014601,"Committed Use Discount","Monthly","contractcommitment-280777","2024-10-10T00:00:00Z","Expired","Continuous","Negotiated","Monthly","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8162.143314,"Reserved Instance","Hours","contract-341192","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",1757.291473,"Microsoft"
"USD","{}","Other","Usage",3794.024223,"2024-08-31T00:00:00Z","ContractCommitmentDescription 1742",9100.407513,"Committed Use Discount","Custom","contractcommitment-804090","2024-10-02T00:00:00Z","Superseded","Discontinuous","Public","One-Time","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8178.298644,"Reserved Instance","Hours","contract-502355","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",7968.595854,"AWS"
"USD","{}","Availability","Spend",6411.53283,"2024-08-30T00:00:00Z","ContractCommitmentDescription 2393",NULL,"Reserved Instance","Total Term","contractcommitment-389788","2024-10-04T00:00:00Z","Exhausted","Continuous","Negotiated","Quarterly","Partial Upfront",4086.680402,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9824.41996,"Savings Plan","Hours","contract-136563","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",36.499143,"Google"
"USD","{}","Availability","Usage",9434.584106,"2024-08-17T00:00:00Z","ContractCommitmentDescription 7212",NULL,"Reserved Instance","Semi-Annually","contractcommitment-120494","2024-10-07T00:00:00Z","Canceled","Continuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",2686.725489,"Reserved Instance","Hours","contract-778748","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",3929.873773,"AWS"
"USD","{}","Entitlement","Usage",15.85646,"2024-08-22T00:00:00Z","ContractCommitmentDescription 8323",5416.538441,"Reserved Instance","Annually","contractcommitment-743949","2024-10-02T00:00:00Z","Superseded","Discontinuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",3672.842515,"Committed Use Discount","Hours","contract-550779","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",4196.904193,"Google"
"USD","{}","Other","Spend",3884.142757,"2024-08-22T00:00:00Z","ContractCommitmentDescription 8522",7849.116401,"Committed Use Discount","Monthly","contractcommitment-666163","2024-10-09T00:00:00Z","Exhausted","Continuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4852.950706,"Committed Use Discount","Hours","contract-481770","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",306.348754,"Microsoft"
"USD","{}","Other","Usage",233.736313,"2024-08-26T00:00:00Z","ContractCommitmentDescription 4878",1265.041979,"Reserved Instance","Weekly","contractcommitment-552578","2024-10-06T00:00:00Z","Canceled","Discontinuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",8310.370138,"Reserved Instance","Hours","contract-115406","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",3027.256726,"Oracle"
"USD","{}","Entitlement","Spend",7839.650844,"2024-08-14T00:00:00Z","ContractCommitmentDescription 6918",3356.144019,"Savings Plan","Daily","contractcommitment-582943","2024-10-01T00:00:00Z","Exhausted","Discontinuous","Public","Custom","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",1379.697434,"Savings Plan","Hours","contract-731371","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",1848.78221,"AWS"
"USD","{}","Availability","Spend",6085.516715,"2024-08-28T00:00:00Z","ContractCommitmentDescription 7599",NULL,"Savings Plan","Quarterly","contractcommitment-285625","2024-10-09T00:00:00Z","Pending","Continuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",4492.791001,"Committed Use Discount","Hours","contract-856029","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",7314.11281,"AWS"
"USD","{}","Availability","Usage",4861.065658,"2024-08-27T00:00:00Z","ContractCommitmentDescription 1743",NULL,"Committed Use Discount","Weekly","contractcommitment-103026","2024-10-02T00:00:00Z","Superseded","Continuous","Negotiated","Quarterly","Partial Upfront",8305.045366,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",7103.066189,"Reserved Instance","Hours","contract-166447","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Google","USD",6321.182653,"Google"
"USD","{}","Other","Spend",2112.721192,"2024-08-21T00:00:00Z","ContractCommitmentDescription 3228",2784.461293,"Savings Plan","Weekly","contractcommitment-627537","2024-10-07T00:00:00Z","Pending","Discontinuous","Public","One-Time","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",5201.706488,"Committed Use Discount","Hours","contract-268734","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Microsoft","USD",6888.473053,"Microsoft"
"USD","{}","Discount","Usage",9415.975134,"2024-08-24T00:00:00Z","ContractCommitmentDescription 9884",9241.95982,"Savings Plan","Hourly","contractcommitment-604858","2024-10-02T00:00:00Z","Proposed","Continuous","Public","One-Time","All Upfront",1.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",9487.913702,"Reserved Instance","Hours","contract-702261","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Oracle","USD",3718.015028,"Oracle"
"USD","{}","Discount","Usage",1859.297784,"2024-08-12T00:00:00Z","ContractCommitmentDescription 2324",7475.315323,"Reserved Instance","Semi-Annually","contractcommitment-338459","2024-10-03T00:00:00Z","Superseded","Discontinuous","Negotiated","Annual","No Upfront",0.0,"2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",328.280439,"Reserved Instance","Hours","contract-722485","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","AWS","USD",3139.10102,"AWS"
