"BilledCost","BillingAccountId","BillingCurrency","BillingPeriodEnd","BillingPeriodStart","ChargeCategory","InvoiceDetailCreated","InvoiceDetailDescription","InvoiceDetailGrain","InvoiceDetailId","InvoiceDetailLastUpdated","InvoiceId","InvoiceIssueDate","InvoiceIssueStatus","InvoiceIssuerName","PaymentCurrency","PaymentCurrencyBilledCost","PaymentCurrencyInvoiceDetailId","PaymentDueDate","PaymentTerms","PurchaseOrderNumber","ReferenceInvoiceId"
6569.546116,"billingaccount-490032","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-20T00:00:00Z","InvoiceDetailDescription 6151","{}","invoicedetail-228244","2024-10-04T00:00:00Z","invoice-110100","2024-10-02T00:00:00Z","Issued","Microsoft","USD",6882.92414,"invoicedetail-228244","2024-10-15T00:00:00Z","Due on receipt","PO-444844","referenceinvoice-324156"
662.351428,"billingaccount-397391","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-13T00:00:00Z","InvoiceDetailDescription 4476","{}","invoicedetail-652874","2024-10-06T00:00:00Z","invoice-328026","2024-10-03T00:00:00Z","Open","Oracle","USD",5609.587005,"invoicedetail-652874","2024-10-27T00:00:00Z","Due on receipt","PO-737433","referenceinvoice-946648"
7562.012034,"billingaccount-433219","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-13T00:00:00Z","InvoiceDetailDescription 4246","{}","invoicedetail-306698","2024-10-11T00:00:00Z","invoice-152072","2024-10-05T00:00:00Z","Issued","AWS","USD",4986.509684,"invoicedetail-306698","2024-11-02T00:00:00Z","Net 60","PO-541699","referenceinvoice-225052"
5911.710961,"billingaccount-347906","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-17T00:00:00Z","InvoiceDetailDescription 1348","{}","invoicedetail-398882","2024-10-03T00:00:00Z","invoice-118702","2024-10-06T00:00:00Z","Voided","AWS","USD",7833.056365,"invoicedetail-398882","2024-10-23T00:00:00Z","Due on receipt","PO-104872","referenceinvoice-584202"
9180.34483,"billingaccount-141020","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-27T00:00:00Z","InvoiceDetailDescription 1266","{}","invoicedetail-172827","2024-10-07T00:00:00Z","invoice-592718","2024-10-02T00:00:00Z","Open","Google","USD",8298.502177,"invoicedetail-172827","2024-10-26T00:00:00Z","Net 60","PO-858386","referenceinvoice-415619"
5564.502014,"billingaccount-428387","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-21T00:00:00Z","InvoiceDetailDescription 1771","{}","invoicedetail-512433","2024-10-06T00:00:00Z","invoice-412941","2024-10-05T00:00:00Z","Voided","Google","USD",9839.668382,"invoicedetail-512433","2024-10-14T00:00:00Z","Net 60","PO-989897","referenceinvoice-772239"
2240.143571,"billingaccount-965553","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-20T00:00:00Z","InvoiceDetailDescription 3273","{}","invoicedetail-210242","2024-10-10T00:00:00Z","invoice-438542","2024-10-02T00:00:00Z","Voided","AWS","USD",7242.533597,"invoicedetail-210242","2024-10-09T00:00:00Z","Net 30","PO-278458","referenceinvoice-192292"
8680.148725,"billingaccount-372302","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-20T00:00:00Z","InvoiceDetailDescription 2815","{}","invoicedetail-150335","2024-10-09T00:00:00Z","invoice-419071","2024-10-02T00:00:00Z","Open","Microsoft","USD",2637.27131,"invoicedetail-150335","2024-10-31T00:00:00Z","Due on receipt","PO-742515","referenceinvoice-930081"
4606.937626,"billingaccount-232423","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-23T00:00:00Z","InvoiceDetailDescription 3424","{}","invoicedetail-889614","2024-10-03T00:00:00Z","invoice-712505","2024-10-03T00:00:00Z","Issued","Oracle","USD",6369.036469,"invoicedetail-889614","2024-10-28T00:00:00Z","Due on receipt","PO-228317","referenceinvoice-647108"
3219.113631,"billingaccount-866367","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-13T00:00:00Z","InvoiceDetailDescription 4700","{}","invoicedetail-196258","2024-10-08T00:00:00Z","invoice-376626","2024-10-05T00:00:00Z","Issued","Microsoft","USD",7113.813764,"invoicedetail-196258","2024-10-20T00:00:00Z","Net 60","PO-685645","referenceinvoice-976129"
602.669285,"billingaccount-113765","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-25T00:00:00Z","InvoiceDetailDescription 8670","{}","invoicedetail-958271","2024-10-02T00:00:00Z","invoice-503764","2024-10-02T00:00:00Z","Open","Microsoft","USD",4876.455747,"invoicedetail-958271","2024-10-24T00:00:00Z","Net 60","PO-318797","referenceinvoice-953536"
1056.604752,"billingaccount-236378","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-22T00:00:00Z","InvoiceDetailDescription 6957","{}","invoicedetail-504305","2024-10-08T00:00:00Z","invoice-574409","2024-10-03T00:00:00Z","Voided","Google","USD",5134.640426,"invoicedetail-504305","2024-10-26T00:00:00Z","Net 60","PO-297083","referenceinvoice-171973"
6483.829625,"billingaccount-254444","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-18T00:00:00Z","InvoiceDetailDescription 2755","{}","invoicedetail-881216","2024-10-03T00:00:00Z","invoice-215552","2024-10-04T00:00:00Z","Open","Google","USD",165.879346,"invoicedetail-881216","2024-10-29T00:00:00Z","Net 60","PO-296114","referenceinvoice-379714"
3519.56824,"billingaccount-224074","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-16T00:00:00Z","InvoiceDetailDescription 2377","{}","invoicedetail-471643","2024-10-11T00:00:00Z","invoice-552432","2024-10-06T00:00:00Z","Open","AWS","USD",1506.200462,"invoicedetail-471643","2024-10-27T00:00:00Z","Due on receipt","PO-551777","referenceinvoice-632599"
978.126977,"billingaccount-780129","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-30T00:00:00Z","InvoiceDetailDescription 7923","{}","invoicedetail-303352","2024-10-08T00:00:00Z","invoice-408287","2024-10-04T00:00:00Z","Open","Google","USD",4026.921032,"invoicedetail-303352","2024-10-22T00:00:00Z","Due on receipt","PO-389329","referenceinvoice-655286"
498.714495,"billingaccount-361036","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-15T00:00:00Z","InvoiceDetailDescription 4597","{}","invoicedetail-220783","2024-10-07T00:00:00Z","invoice-155718","2024-10-02T00:00:00Z","Open","Oracle","USD",5752.305036,"invoicedetail-220783","2024-10-30T00:00:00Z","Net 30","PO-169045","referenceinvoice-657980"
7158.233181,"billingaccount-510945","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-23T00:00:00Z","InvoiceDetailDescription 2659","{}","invoicedetail-330569","2024-10-04T00:00:00Z","invoice-869575","2024-10-06T00:00:00Z","Voided","AWS","USD",2682.669498,"invoicedetail-330569","2024-11-04T00:00:00Z","Net 30","PO-279337","referenceinvoice-923895"
5963.133968,"billingaccount-869531","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-20T00:00:00Z","InvoiceDetailDescription 2544","{}","invoicedetail-294069","2024-10-11T00:00:00Z","invoice-627685","2024-10-04T00:00:00Z","Voided","Microsoft","USD",6221.183499,"invoicedetail-294069","2024-11-02T00:00:00Z","Due on receipt","PO-420155","referenceinvoice-993978"
1873.44412,"billingaccount-577328","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-26T00:00:00Z","InvoiceDetailDescription 1208","{}","invoicedetail-798384","2024-10-06T00:00:00Z","invoice-597654","2024-10-02T00:00:00Z","Issued","Microsoft","USD",3340.541498,"invoicedetail-798384","2024-10-14T00:00:00Z","Net 30","PO-376648","referenceinvoice-180716"
5831.588581,"billingaccount-612027","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-31T00:00:00Z","InvoiceDetailDescription 8742","{}","invoicedetail-214699","2024-10-10T00:00:00Z","invoice-147371","2024-10-04T00:00:00Z","Open","Microsoft","USD",5672.667301,"invoicedetail-214699","2024-10-26T00:00:00Z","Net 60","PO-975937","referenceinvoice-339376"
8038.926179,"billingaccount-451983","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-27T00:00:00Z","InvoiceDetailDescription 9039","{}","invoicedetail-870509","2024-10-02T00:00:00Z","invoice-467820","2024-10-02T00:00:00Z","Voided","Microsoft","USD",2573.395123,"invoicedetail-870509","2024-10-18T00:00:00Z","Net 60","PO-365852","referenceinvoice-481985"
3337.388701,"billingaccount-642985","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-31T00:00:00Z","InvoiceDetailDescription 8935","{}","invoicedetail-218238","2024-10-06T00:00:00Z","invoice-383049","2024-10-04T00:00:00Z","Voided","Oracle","USD",5193.089003,"invoicedetail-218238","2024-11-02T00:00:00Z","Due on receipt","PO-121734","referenceinvoice-255084"
4978.322315,"billingaccount-356238","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-24T00:00:00Z","InvoiceDetailDescription 8056","{}","invoicedetail-476879","2024-10-11T00:00:00Z","invoice-316329","2024-10-03T00:00:00Z","Voided","Oracle","USD",892.739832,"invoicedetail-476879","2024-10-21T00:00:00Z","Net 60","PO-769760","referenceinvoice-213174"
2653.093331,"billingaccount-812052","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-14T00:00:00Z","InvoiceDetailDescription 6426","{}","invoicedetail-510020","2024-10-08T00:00:00Z","invoice-717766","2024-10-06T00:00:00Z","Issued","Google","USD",9452.665001,"invoicedetail-510020","2024-10-18T00:00:00Z","Net 60","PO-424348","referenceinvoice-299829"
1229.612636,"billingaccount-933966","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-13T00:00:00Z","InvoiceDetailDescription 6685","{}","invoicedetail-402418","2024-10-09T00:00:00Z","invoice-215543","2024-10-04T00:00:00Z","Open","AWS","USD",4989.27019,"invoicedetail-402418","2024-10-30T00:00:00Z","Due on receipt","PO-254278","referenceinvoice-588969"
6643.203211,"billingaccount-418395","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-15T00:00:00Z","InvoiceDetailDescription 5722","{}","invoicedetail-167755","2024-10-05T00:00:00Z","invoice-938635","2024-10-06T00:00:00Z","Issued","Microsoft","USD",155.923996,"invoicedetail-167755","2024-10-30T00:00:00Z","Net 30","PO-327882","referenceinvoice-396765"
4303.228285,"billingaccount-792325","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-30T00:00:00Z","InvoiceDetailDescription 1817","{}","invoicedetail-363647","2024-10-08T00:00:00Z","invoice-244408","2024-10-04T00:00:00Z","Issued","AWS","USD",8787.220961,"invoicedetail-363647","2024-10-11T00:00:00Z","Due on receipt","PO-797644","referenceinvoice-906234"
1967.274132,"billingaccount-713652","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-29T00:00:00Z","InvoiceDetailDescription 5764","{}","invoicedetail-329489","2024-10-05T00:00:00Z","invoice-133697","2024-10-03T00:00:00Z","Issued","Microsoft","USD",9329.347637,"invoicedetail-329489","2024-11-02T00:00:00Z","Net 30","PO-951138","referenceinvoice-811459"
9201.941289,"billingaccount-726040","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-18T00:00:00Z","InvoiceDetailDescription 3839","{}","invoicedetail-691299","2024-10-07T00:00:00Z","invoice-556986","2024-10-02T00:00:00Z","Voided","Oracle","USD",8759.324053,"invoicedetail-691299","2024-10-17T00:00:00Z","Due on receipt","PO-245936","referenceinvoice-816514"
1995.231755,"billingaccount-419811","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-23T00:00:00Z","InvoiceDetailDescription 5871","{}","invoicedetail-694191","2024-10-03T00:00:00Z","invoice-758840","2024-10-05T00:00:00Z","Issued","Microsoft","USD",5458.306758,"invoicedetail-694191","2024-10-29T00:00:00Z","Net 60","PO-920411","referenceinvoice-974357"
6941.333883,"billingaccount-628288","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-28T00:00:00Z","InvoiceDetailDescription 8673","{}","invoicedetail-471399","2024-10-03T00:00:00Z","invoice-548443","2024-10-06T00:00:00Z","Issued","Oracle","USD",4205.05665,"invoicedetail-471399","2024-10-27T00:00:00Z","Net 60","PO-583691","referenceinvoice-129017"
9068.487831,"billingaccount-924843","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-18T00:00:00Z","InvoiceDetailDescription 9391","{}","invoicedetail-491235","2024-10-02T00:00:00Z","invoice-233457","2024-10-03T00:00:00Z","Voided","AWS","USD",5432.695515,"invoicedetail-491235","2024-10-29T00:00:00Z","Due on receipt","PO-407592","referenceinvoice-156136"
8074.810264,"billingaccount-643171","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-27T00:00:00Z","InvoiceDetailDescription 1890","{}","invoicedetail-188771","2024-10-07T00:00:00Z","invoice-157349","2024-10-02T00:00:00Z","Issued","Oracle","USD",8298.942893,"invoicedetail-188771","2024-10-23T00:00:00Z","Due on receipt","PO-212248","referenceinvoice-449682"
3313.075964,"billingaccount-163821","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-22T00:00:00Z","InvoiceDetailDescription 9369","{}","invoicedetail-875278","2024-10-10T00:00:00Z","invoice-851778","2024-10-05T00:00:00Z","Open","AWS","USD",7015.726656,"invoicedetail-875278","2024-11-03T00:00:00Z","Due on receipt","PO-251154","referenceinvoice-689351"
6282.394626,"billingaccount-854075","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-27T00:00:00Z","InvoiceDetailDescription 8945","{}","invoicedetail-753959","2024-10-04T00:00:00Z","invoice-821184","2024-10-03T00:00:00Z","Open","Oracle","USD",1147.088637,"invoicedetail-753959","2024-10-19T00:00:00Z","Net 30","PO-260455","referenceinvoice-733120"
1036.070248,"billingaccount-125854","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-15T00:00:00Z","InvoiceDetailDescription 8271","{}","invoicedetail-509693","2024-10-02T00:00:00Z","invoice-158356","2024-10-03T00:00:00Z","Open","AWS","USD",2999.237582,"invoicedetail-509693","2024-10-16T00:00:00Z","Net 60","PO-292984","referenceinvoice-960116"
4391.298507,"billingaccount-790130","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-14T00:00:00Z","InvoiceDetailDescription 3018","{}","invoicedetail-553355","2024-10-05T00:00:00Z","invoice-253350","2024-10-06T00:00:00Z","Voided","Microsoft","USD",216.57878,"invoicedetail-553355","2024-11-03T00:00:00Z","Net 30","PO-958311","referenceinvoice-880768"
4761.58399,"billingaccount-404124","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-26T00:00:00Z","InvoiceDetailDescription 2638","{}","invoicedetail-717363","2024-10-09T00:00:00Z","invoice-616910","2024-10-06T00:00:00Z","Issued","Microsoft","USD",6676.996594,"invoicedetail-717363","2024-10-19T00:00:00Z","Net 60","PO-504562","referenceinvoice-831541"
279.706589,"billingaccount-579285","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-17T00:00:00Z","InvoiceDetailDescription 7380","{}","invoicedetail-111554","2024-10-07T00:00:00Z","invoice-708738","2024-10-05T00:00:00Z","Issued","AWS","USD",340.835426,"invoicedetail-111554","2024-10-16T00:00:00Z","Due on receipt","PO-789115","referenceinvoice-749987"
8824.241886,"billingaccount-580614","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-30T00:00:00Z","InvoiceDetailDescription 1149","{}","invoicedetail-266004","2024-10-06T00:00:00Z","invoice-475125","2024-10-03T00:00:00Z","Voided","Oracle","USD",8558.395718,"invoicedetail-266004","2024-10-24T00:00:00Z","Due on receipt","PO-321018","referenceinvoice-465779"
1514.027145,"billingaccount-787796","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-15T00:00:00Z","InvoiceDetailDescription 6558","{}","invoicedetail-581801","2024-10-02T00:00:00Z","invoice-849923","2024-10-03T00:00:00Z","Open","Oracle","USD",2783.401443,"invoicedetail-581801","2024-10-30T00:00:00Z","Due on receipt","PO-417645","referenceinvoice-513064"
6589.718102,"billingaccount-704020","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-16T00:00:00Z","InvoiceDetailDescription 9608","{}","invoicedetail-371818","2024-10-07T00:00:00Z","invoice-235708","2024-10-05T00:00:00Z","Voided","AWS","USD",3240.766122,"invoicedetail-371818","2024-10-31T00:00:00Z","Due on receipt","PO-465004","referenceinvoice-712885"
1591.796743,"billingaccount-201229","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-29T00:00:00Z","InvoiceDetailDescription 9182","{}","invoicedetail-812321","2024-10-01T00:00:00Z","invoice-599555","2024-10-02T00:00:00Z","Issued","Oracle","USD",7599.092814,"invoicedetail-812321","2024-11-01T00:00:00Z","Due on receipt","PO-934252","referenceinvoice-348111"
619.266451,"billingaccount-362651","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-26T00:00:00Z","InvoiceDetailDescription 1613","{}","invoicedetail-987936","2024-10-07T00:00:00Z","invoice-886363","2024-10-05T00:00:00Z","Open","AWS","USD",4415.284527,"invoicedetail-987936","2024-10-14T00:00:00Z","Net 60","PO-735996","referenceinvoice-761959"
4495.096309,"billingaccount-239687","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-26T00:00:00Z","InvoiceDetailDescription 4272","{}","invoicedetail-305225","2024-10-06T00:00:00Z","invoice-364760","2024-10-02T00:00:00Z","Issued","AWS","USD",4375.148541,"invoicedetail-305225","2024-10-31T00:00:00Z","Net 60","PO-336450","referenceinvoice-310965"
5821.079465,"billingaccount-759675","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-18T00:00:00Z","InvoiceDetailDescription 4334","{}","invoicedetail-134853","2024-10-09T00:00:00Z","invoice-949355","2024-10-03T00:00:00Z","Open","Microsoft","USD",8932.910115,"invoicedetail-134853","2024-10-12T00:00:00Z","Net 60","PO-912002","referenceinvoice-527847"
1901.369008,"billingaccount-317553","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-21T00:00:00Z","InvoiceDetailDescription 8761","{}","invoicedetail-625179","2024-10-03T00:00:00Z","invoice-469209","2024-10-06T00:00:00Z","Issued","AWS","USD",6184.788637,"invoicedetail-625179","2024-10-28T00:00:00Z","Due on receipt","PO-994877","referenceinvoice-244570"
5691.524228,"billingaccount-233370","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-17T00:00:00Z","InvoiceDetailDescription 5886","{}","invoicedetail-205814","2024-10-07T00:00:00Z","invoice-223655","2024-10-05T00:00:00Z","Issued","AWS","USD",2305.735055,"invoicedetail-205814","2024-10-14T00:00:00Z","Due on receipt","PO-666795","referenceinvoice-446994"
7032.733139,"billingaccount-171253","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-24T00:00:00Z","InvoiceDetailDescription 5719","{}","invoicedetail-178409","2024-10-05T00:00:00Z","invoice-660383","2024-10-04T00:00:00Z","Voided","AWS","USD",2413.984005,"invoicedetail-178409","2024-10-23T00:00:00Z","Due on receipt","PO-740939","referenceinvoice-624337"
6975.179083,"billingaccount-216260","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-19T00:00:00Z","InvoiceDetailDescription 8716","{}","invoicedetail-375831","2024-10-10T00:00:00Z","invoice-784963","2024-10-02T00:00:00Z","Open","Google","USD",322.747256,"invoicedetail-375831","2024-10-26T00:00:00Z","Net 60","PO-373553","referenceinvoice-310251"
8167.623783,"billingaccount-445620","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-30T00:00:00Z","InvoiceDetailDescription 4860","{}","invoicedetail-617530","2024-10-03T00:00:00Z","invoice-176453","2024-10-03T00:00:00Z","Voided","Google","USD",9043.238655,"invoicedetail-617530","2024-10-27T00:00:00Z","Due on receipt","PO-975564","referenceinvoice-902762"
7392.893926,"billingaccount-184508","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-20T00:00:00Z","InvoiceDetailDescription 8844","{}","invoicedetail-235753","2024-10-02T00:00:00Z","invoice-383648","2024-10-05T00:00:00Z","Voided","AWS","USD",417.40977,"invoicedetail-235753","2024-10-31T00:00:00Z","Net 30","PO-620719","referenceinvoice-632261"
7815.418381,"billingaccount-338818","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-20T00:00:00Z","InvoiceDetailDescription 1906","{}","invoicedetail-127633","2024-10-07T00:00:00Z","invoice-911192","2024-10-05T00:00:00Z","Open","Microsoft","USD",5341.858611,"invoicedetail-127633","2024-10-21T00:00:00Z","Net 60","PO-815067","referenceinvoice-816801"
7656.815155,"billingaccount-829222","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-14T00:00:00Z","InvoiceDetailDescription 8040","{}","invoicedetail-835405","2024-10-08T00:00:00Z","invoice-547567","2024-10-02T00:00:00Z","Voided","AWS","USD",1377.704301,"invoicedetail-835405","2024-10-21T00:00:00Z","Net 60","PO-223724","referenceinvoice-745559"
9180.685882,"billingaccount-349739","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-20T00:00:00Z","InvoiceDetailDescription 2507","{}","invoicedetail-717210","2024-10-04T00:00:00Z","invoice-110537","2024-10-04T00:00:00Z","Open","Google","USD",4130.654838,"invoicedetail-717210","2024-10-24T00:00:00Z","Due on receipt","PO-695642","referenceinvoice-148003"
1267.158943,"billingaccount-289365","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-24T00:00:00Z","InvoiceDetailDescription 1716","{}","invoicedetail-429384","2024-10-01T00:00:00Z","invoice-466652","2024-10-02T00:00:00Z","Voided","AWS","USD",6552.089519,"invoicedetail-429384","2024-10-10T00:00:00Z","Net 30","PO-406616","referenceinvoice-236017"
768.038338,"billingaccount-362352","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-16T00:00:00Z","InvoiceDetailDescription 4372","{}","invoicedetail-618970","2024-10-11T00:00:00Z","invoice-839513","2024-10-02T00:00:00Z","Voided","Oracle","USD",8134.248358,"invoicedetail-618970","2024-10-30T00:00:00Z","Net 30","PO-565087","referenceinvoice-847775"
2442.057917,"billingaccount-380531","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-20T00:00:00Z","InvoiceDetailDescription 9870","{}","invoicedetail-627900","2024-10-09T00:00:00Z","invoice-209448","2024-10-04T00:00:00Z","Open","Google","USD",3466.354527,"invoicedetail-627900","2024-10-31T00:00:00Z","Net 60","PO-839772","referenceinvoice-752079"
8414.253516,"billingaccount-646302","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Purchase","2024-08-23T00:00:00Z","InvoiceDetailDescription 5996","{}","invoicedetail-877947","2024-10-02T00:00:00Z","invoice-679826","2024-10-03T00:00:00Z","Open","Oracle","USD",1227.480499,"invoicedetail-877947","2024-10-14T00:00:00Z","Due on receipt","PO-956036","referenceinvoice-926215"
7641.919811,"billingaccount-219787","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-30T00:00:00Z","InvoiceDetailDescription 9174","{}","invoicedetail-976950","2024-10-04T00:00:00Z","invoice-135395","2024-10-05T00:00:00Z","Issued","Microsoft","USD",2779.673307,"invoicedetail-976950","2024-11-01T00:00:00Z","Net 60","PO-415005","referenceinvoice-967359"
4953.574987,"billingaccount-501172","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-30T00:00:00Z","InvoiceDetailDescription 8274","{}","invoicedetail-146573","2024-10-05T00:00:00Z","invoice-335351","2024-10-06T00:00:00Z","Open","AWS","USD",3793.269782,"invoicedetail-146573","2024-10-25T00:00:00Z","Due on receipt","PO-552025","referenceinvoice-658358"
9372.238891,"billingaccount-738309","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-22T00:00:00Z","InvoiceDetailDescription 5301","{}","invoicedetail-949602","2024-10-01T00:00:00Z","invoice-889911","2024-10-06T00:00:00Z","Voided","AWS","USD",2165.441495,"invoicedetail-949602","2024-10-24T00:00:00Z","Net 30","PO-457506","referenceinvoice-861042"
3881.105628,"billingaccount-856334","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-18T00:00:00Z","InvoiceDetailDescription 9761","{}","invoicedetail-586017","2024-10-01T00:00:00Z","invoice-544423","2024-10-02T00:00:00Z","Voided","Oracle","USD",7192.201955,"invoicedetail-586017","2024-10-26T00:00:00Z","Due on receipt","PO-372735","referenceinvoice-270444"
2807.001308,"billingaccount-815756","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-17T00:00:00Z","InvoiceDetailDescription 2401","{}","invoicedetail-362073","2024-10-04T00:00:00Z","invoice-908807","2024-10-03T00:00:00Z","Voided","Oracle","USD",2958.249177,"invoicedetail-362073","2024-10-10T00:00:00Z","Due on receipt","PO-513769","referenceinvoice-140481"
8102.59497,"billingaccount-737533","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Usage","2024-08-20T00:00:00Z","InvoiceDetailDescription 3036","{}","invoicedetail-421802","2024-10-05T00:00:00Z","invoice-696053","2024-10-04T00:00:00Z","Voided","Google","USD",3209.893915,"invoicedetail-421802","2024-10-31T00:00:00Z","Net 60","PO-988765","referenceinvoice-287469"
4664.395007,"billingaccount-476149","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Credit","2024-08-17T00:00:00Z","InvoiceDetailDescription 4569","{}","invoicedetail-528459","2024-10-01T00:00:00Z","invoice-161430","2024-10-05T00:00:00Z","Voided","Oracle","USD",9388.34258,"invoicedetail-528459","2024-10-12T00:00:00Z","Net 60","PO-739975","referenceinvoice-678235"
7659.768297,"billingaccount-389558","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Tax","2024-08-29T00:00:00Z","InvoiceDetailDescription 9108","{}","invoicedetail-233402","2024-10-08T00:00:00Z","invoice-338466","2024-10-03T00:00:00Z","Voided","Google","USD",1744.953181,"invoicedetail-233402","2024-10-18T00:00:00Z","Due on receipt","PO-787842","referenceinvoice-151988"
6844.41384,"billingaccount-561697","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z","Adjustment","2024-08-28T00:00:00Z","InvoiceDetailDescription 6199","{}","invoicedetail-143993","2024-10-11T00:00:00Z","invoice-680290","2024-10-02T00:00:00Z","Voided","Microsoft","USD",2279.524212,"invoicedetail-143993","2024-10-14T00:00:00Z","Due on receipt","PO-371638","referenceinvoice-369950"
