"AllocatedMethodId","AllocatedResourceId","AllocatedResourceName","AllocatedTags","BilledCost","BillingAccountId","BillingAccountName","BillingAccountType","BillingCurrency","BillingPeriodEnd","BillingPeriodStart","CapacityReservationId","CapacityReservationStatus","ChargeCategory","ChargeClass","ChargeDescription","ChargePeriodEnd","ChargePeriodStart","CommitmentDiscountCategory","CommitmentDiscountId","CommitmentDiscountName","CommitmentDiscountQuantity","CommitmentDiscountStatus","CommitmentDiscountType","CommitmentDiscountUnit","ConsumedQuantity","ConsumedUnit","ContractApplied","ContractedCost","ContractedUnitPrice","EffectiveCost","HostProviderName","InvoiceId","InvoiceIssuerName","ListCost","ListUnitPrice","PricingCategory","PricingCurrency","PricingQuantity","PricingUnit","ProviderName","PublisherName","RegionId","RegionName","ResourceId","ResourceName","ResourceType","ServiceCategory","ServiceName","ServiceProviderName","SkuId","SkuMeter","SkuPriceDetails","SkuPriceId","SubAccountId","SubAccountName","SubAccountType","Tags","AllocatedMethodDetails","AvailabilityZone","ChargeFrequency","ServiceSubcategory","PricingCurrencyContractedUnitPrice","PricingCurrencyEffectiveCost","PricingCurrencyListUnitPrice","CommitmentProgramEligibilityDetails","InvoiceDetailId"
"AllocatedMethodId-8468","AllocatedResourceId-2679","AllocatedResourceName-7429","{}",48.22039596,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Object Storage Bucket in UK South (London)","2024-09-21T20:00:00Z","2024-09-21T19:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,51.8100000000,"GB",NULL,70.91234700000001,1.3687,48.22039596,"Oracle","INV-202409-15559","Oracle",90.916188,1.7548,"Dynamic","USD",51.81,"GB","Oracle","Oracle","uk-london-1","UK South (London)","ocid1.instance.oc1.uk-london-1.00777ea42314",NULL,"Bucket","Storage","Oracle Object Storage","Oracle","4FP75MESBNEHZ10H","Oracle Object Storage GB",NULL,"1KTZ8714ZLE6ILT3.LIQ5Z912","ocid1.compartment.oc1..prod","production","Tenancy","{""team"": ""infra"", ""application"": ""BrightSourceCore""}",NULL,"uk-london-1-AD-2","Usage-Based","Object Storage",1.3687,48.22039596,1.7548,NULL,NULL
"AllocatedMethodId-4218","AllocatedResourceId-4164","AllocatedResourceName-7557","{}",402.188605,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Purchase",NULL,"Oracle Compute Instance in Australia East (Sydney)","2024-09-23T04:00:00Z","2024-09-23T03:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,402.188605,1.3193,0,"Oracle","INV-202409-41953","Oracle",509.09950000000003,1.6700,"Dynamic","USD",304.85,"Hours","Oracle","Oracle","ap-sydney-1","Australia East (Sydney)","ocid1.instance.oc1.ap-sydney-1.00df4f17d0fc",NULL,"Instance","Compute","Oracle Compute","Oracle","MSEO2PQVRIS4GEWU","Oracle Compute Hours",NULL,"7LLE9HVF2FA2B134.1MHNGZTU","ocid1.compartment.oc1..dev","development","Tenancy","{""cost_center"": ""CC-3090""}",NULL,NULL,"One-Time","Virtual Machines",1.3193,0,1.6700,NULL,NULL
"AllocatedMethodId-5920","AllocatedResourceId-6110","AllocatedResourceName-6069","{}",386.71123194,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Cloud Storage Bucket in Singapore","2024-09-01T09:00:00Z","2024-09-01T08:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,121.5400000000,"GiB",NULL,390.617406,3.2139,386.71123194,"Google","INV-202409-92930","Google",558.026602,4.5913,"Standard","USD",121.54,"GiB","Google","Google","asia-southeast1","Singapore","//compute.googleapis.com/projects/Helios Labs/zones/asia-southeast1-a/instances/inst-2970",NULL,"Bucket","Storage","Cloud Storage","Google","Z2UESW24COG4AX18","Cloud Storage GiB",NULL,"IX9MLCERNVTXYMZ4.66O161P0","proj-helios-dev","helios-dev","BillingAccount",NULL,NULL,"europe-west1-b","Usage-Based","Object Storage",3.2139,386.71123194,4.5913,NULL,NULL
"AllocatedMethodId-6353","AllocatedResourceId-5425","AllocatedResourceName-7881","{}",669.0589356,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Elastic Compute Cloud Virtual Machine in Asia Pacific (Sydney)","2024-09-06T16:00:00Z","2024-09-06T15:00:00Z","Usage","cd-247433","commit-7433",NULL,"Used","Reserved Instance",NULL,282.2700000000,"Hours",NULL,760.2942449999999,2.6935,669.0589356,"AWS","INV-202409-10803","AWS",894.457176,3.1688,"Standard","USD",282.27,"Hours","AWS","AWS","ap-southeast-2","Asia Pacific (Sydney)","arn:aws:ec2:ap-southeast-2:123456789012:instance/i-004e3d756805",NULL,"Virtual Machine","Compute","Amazon Elastic Compute Cloud","AWS","VD148KDN64IHGIBN","Amazon Elastic Compute Cloud Hours",NULL,"6J6MCGXAXWT51F19.DY6CPCTB","517389287820","Atlas Nimbus","BillingAccount","{""cost_center"": ""CC-1001""}",NULL,"eu-west-1c","Usage-Based","Virtual Machines",2.6935,669.0589356,3.1688,NULL,NULL
"AllocatedMethodId-5370","AllocatedResourceId-9075","AllocatedResourceName-4400","{}",0.539283,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Elastic Compute Cloud Virtual Machine in US West (Oregon)","2024-09-12T17:00:00Z","2024-09-12T16:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5000000000,"Hours",NULL,0.8049,1.6098,0.539283,"AWS","INV-202409-95881","AWS",0.89435,1.7887,"Dynamic","USD",0.50,"Hours","AWS","AWS","us-west-2","US West (Oregon)","arn:aws:ec2:us-west-2:123456789012:instance/i-005ba0896d52",NULL,"Virtual Machine","Compute","Amazon Elastic Compute Cloud","AWS","VIF4GYDEPYSE50UI","Amazon Elastic Compute Cloud Hours",NULL,"BXT8NZBBE07AGFVN.0BYSNTXM","517389287820","Atlas Nimbus","BillingAccount",NULL,NULL,NULL,"Usage-Based","Virtual Machines",1.6098,0.539283,1.7887,NULL,NULL
"AllocatedMethodId-4098","AllocatedResourceId-5266","AllocatedResourceName-3365","{}",73.48036212,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Virtual Machines Virtual Machine in East US","2024-09-18T16:00:00Z","2024-09-18T15:00:00Z","Spend","cd-331146","commit-1146",NULL,"Unused","Savings Plan",NULL,NULL,NULL,NULL,74.222588,0.7556,73.48036212,"Microsoft","INV-202409-44230","Microsoft",98.95690200000001,1.0074,"Standard","USD",98.23,"Hours","Microsoft","Microsoft","eastus","East US","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-602/providers/Microsoft.Compute/virtualMachines/vm-4356",NULL,"Virtual Machine","Compute","Virtual Machines","Microsoft","Q0R9VUWGZNKSCV2S","Virtual Machines Hours",NULL,"GFNXMGAP6EZZ52BX.JE6V6Y7C","sub-4d3e","Sandbox","BillingProfile","{""owner"": ""a.lovelace"", ""cost_center"": ""CC-2042""}",NULL,NULL,"Usage-Based","Virtual Machines",0.7556,73.48036212,1.0074,NULL,NULL
"AllocatedMethodId-2696","AllocatedResourceId-1137","AllocatedResourceName-5659","{}",806.3188269999999,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Purchase",NULL,"Amazon Elastic Compute Cloud Virtual Machine in US West (Oregon)","2024-09-24T01:00:00Z","2024-09-24T00:00:00Z","Usage","cd-301041","commit-1041",NULL,"Used","Reserved Instance",NULL,NULL,NULL,NULL,806.3188269999999,2.0393,0,"AWS","INV-202409-76366","AWS",1203.448543,3.0437,"Committed","USD",395.39,"Hours","AWS","AWS","us-west-2","US West (Oregon)","arn:aws:ec2:us-west-2:123456789012:instance/i-00e1d5b8309a",NULL,"Virtual Machine","Compute","Amazon Elastic Compute Cloud","AWS","90T7WND3Q739EMQB","Amazon Elastic Compute Cloud Hours",NULL,"WHRAUDE9GPYE5CAC.R6WTGIMQ","438839167390","Zenith Eclipse","BillingAccount","{""application"": ""BrightSourceCore""}",NULL,NULL,"One-Time","Virtual Machines",2.0393,0,3.0437,NULL,NULL
"AllocatedMethodId-4125","AllocatedResourceId-3116","AllocatedResourceName-2985","{}",200.9715776,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Tax",NULL,"Tax charge in Singapore","2024-09-11T15:00:00Z","2024-09-11T14:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33.3326880000,NULL,200.9715776,"Google","INV-202409-90236","Google",58.8813090000,NULL,NULL,"USD",NULL,NULL,"Google","Google",NULL,NULL,NULL,NULL,NULL,"Other","Tax","Google",NULL,NULL,NULL,NULL,"proj-helios-dev","helios-dev","BillingAccount","{""owner"": ""a.lovelace"", ""cost_center"": ""CC-1001"", ""team"": ""platform""}",NULL,NULL,"One-Time","Other (Security)",NULL,200.9715776,NULL,NULL,NULL
"AllocatedMethodId-1913","AllocatedResourceId-6141","AllocatedResourceName-4272","{}",238.86938592,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Simple Queue Service Queue in Asia Pacific (Sydney)","2024-09-05T18:00:00Z","2024-09-05T17:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,257.5600000000,"Requests",NULL,271.44248400000004,1.0539,238.86938592,"AWS","INV-202409-44581","AWS",301.60276,1.1710,"Standard","USD",257.56,"Requests","AWS","AWS","ap-southeast-2","Asia Pacific (Sydney)","arn:aws:ec2:ap-southeast-2:123456789012:instance/i-00366a2ef600",NULL,"Queue","Integration","Amazon Simple Queue Service","AWS","Y0T7FDAEEKNOBH03","Amazon Simple Queue Service Requests",NULL,"YVXY3PLO9MY6TGSP.TSZKL6B5","517389287820","Atlas Nimbus","BillingAccount","{""owner"": ""a.turing""}",NULL,NULL,"Usage-Based","Messaging",1.0539,238.86938592,1.1710,NULL,NULL
"AllocatedMethodId-9593","AllocatedResourceId-8856","AllocatedResourceName-3811","{}",223.61217494,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Adjustment",NULL,"Amazon Relational Database Service Database Instance in Europe (Ireland)","2024-09-27T06:00:00Z","2024-09-27T05:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,290.405422,0.5987,223.61217494,"AWS","INV-202409-44667","AWS",392.46204600000004,0.8091,"Other","USD",485.06,"Hours","AWS","AWS","eu-west-1","Europe (Ireland)",NULL,NULL,NULL,"Databases","Amazon Relational Database Service","AWS","25LFB65L3SHDXFW3","Amazon Relational Database Service Hours",NULL,"6FXVVF9TWXK1QPUI.IG4MI9TJ","517389287820","Atlas Nimbus","BillingAccount",NULL,NULL,NULL,"One-Time","Relational Databases",0.5987,223.61217494,0.8091,NULL,NULL
"AllocatedMethodId-3078","AllocatedResourceId-8002","AllocatedResourceName-1869","{}",563.34377658,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"AWS Lambda Function in US West (Oregon)","2024-09-07T15:00:00Z","2024-09-07T14:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,494.4900000000,"Requests",NULL,655.0509030000001,1.3247,563.34377658,"AWS","INV-202409-13085","AWS",949.371351,1.9199,"Dynamic","USD",494.49,"Requests","AWS","AWS","us-west-2","US West (Oregon)","arn:aws:ec2:us-west-2:123456789012:instance/i-00d7cc7b6e73",NULL,"Function","Compute","AWS Lambda","AWS","HPGSXYIXODNDIREO","AWS Lambda Requests",NULL,"BAHHNES1TTLFSP34.6BXVII44","517389287820","Atlas Nimbus","BillingAccount","{""business_unit"": ""OsloData""}",NULL,NULL,"Usage-Based","Serverless Compute",1.3247,563.34377658,1.9199,NULL,NULL
"AllocatedMethodId-4805","AllocatedResourceId-4476","AllocatedResourceName-2830","{}",781.8584899999998,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Purchase",NULL,"Cloud Functions Function in Northern Virginia","2024-09-27T14:00:00Z","2024-09-27T13:00:00Z","Usage","cd-522413","commit-2413",NULL,"Unused","Committed Use Discount",NULL,NULL,NULL,NULL,781.8584899999998,2.1245,0,"Google","INV-202409-49916","Google",953.466216,2.5908,"Committed","USD",368.02,"Invocations","Google","Google","us-east4","Northern Virginia","//compute.googleapis.com/projects/Helios Labs/zones/us-east4-a/instances/inst-3879",NULL,"Function","Compute","Cloud Functions","Google","21SY2K2ZMN06BC2H","Cloud Functions Invocations",NULL,"GS5UDWLICGEJ4ASJ.IXOPIN9F","proj-helios-dev","helios-dev","BillingAccount",NULL,NULL,NULL,"One-Time","Serverless Compute",2.1245,0,2.5908,NULL,NULL
"AllocatedMethodId-6026","AllocatedResourceId-5572","AllocatedResourceName-1804","{}",519.3523,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Purchase",NULL,"Oracle Compute Instance in UK South (London)","2024-09-27T13:00:00Z","2024-09-27T12:00:00Z","Usage","cd-732950","commit-2950",NULL,"Used","Reserved Instance",NULL,NULL,NULL,NULL,519.3523,3.3790,0,"Oracle","INV-202409-43838","Oracle",674.4817099999999,4.3883,"Other","USD",153.70,"Hours","Oracle","Oracle","uk-london-1","UK South (London)","ocid1.instance.oc1.uk-london-1.0037bc9981f3",NULL,"Instance","Compute","Oracle Compute","Oracle","PDM5HUX7ZALZTINZ","Oracle Compute Hours",NULL,"LTV68SYN2ER395WB.7BW3EE57","ocid1.compartment.oc1..dev","development","Tenancy",NULL,NULL,NULL,"Recurring","Virtual Machines",3.3790,0,4.3883,NULL,NULL
"AllocatedMethodId-1999","AllocatedResourceId-8801","AllocatedResourceName-8241","{}",91.61428044,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Simple Storage Service Bucket in Asia Pacific (Sydney)","2024-09-22T18:00:00Z","2024-09-22T17:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,153.4300000000,"GB",NULL,134.72688300000002,0.8781,91.61428044,"AWS","INV-202409-88791","AWS",177.273022,1.1554,"Standard","USD",153.43,"GB","AWS","AWS","ap-southeast-2","Asia Pacific (Sydney)","arn:aws:ec2:ap-southeast-2:123456789012:instance/i-009dd2565f20",NULL,"Bucket","Storage","Amazon Simple Storage Service","AWS","E0E7K52OS23S027S","Amazon Simple Storage Service GB",NULL,"XI3PPG77GU05USHN.VRWV23B3","438839167390","Zenith Eclipse","BillingAccount","{""business_unit"": ""LisbonOps"", ""cost_center"": ""CC-3090""}",NULL,"us-east-1a","Usage-Based","Object Storage",0.8781,91.61428044,1.1554,NULL,NULL
"AllocatedMethodId-2010","AllocatedResourceId-2750","AllocatedResourceName-5564","{}",50.79067584,"123456789012","SunBird","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Amazon Relational Database Service Database Instance in Europe (Ireland)","2024-09-10T00:00:00Z","2024-09-09T23:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,242.4700000000,"Hours",NULL,79.36043099999999,0.3273,50.79067584,"AWS","INV-202409-30497","AWS",125.96316499999999,0.5195,"Standard","USD",242.47,"Hours","AWS","AWS","eu-west-1","Europe (Ireland)","arn:aws:ec2:eu-west-1:123456789012:instance/i-00248a990144",NULL,"Database Instance","Databases","Amazon Relational Database Service","AWS","XXVKUG54S8W1UJZT","Amazon Relational Database Service Hours",NULL,"JRN2TJ6IJBLIDREA.0SZC3KYV","438839167390","Zenith Eclipse","BillingAccount","{""environment"": ""staging"", ""application"": ""NimbusAPI"", ""owner"": ""a.turing""}",NULL,NULL,"Usage-Based","Relational Databases",0.3273,50.79067584,0.5195,NULL,NULL
"AllocatedMethodId-6526","AllocatedResourceId-9569","AllocatedResourceName-8051","{}",28.58461254,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Functions Function in US East (Ashburn)","2024-09-20T07:00:00Z","2024-09-20T06:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,16.7800000000,"Invocations",NULL,28.873346,1.7207,28.58461254,"Oracle","INV-202409-13599","Oracle",48.12336200000001,2.8679,"Standard","USD",16.78,"Invocations","Oracle","Oracle","us-ashburn-1","US East (Ashburn)","ocid1.instance.oc1.us-ashburn-1.007c532235fd",NULL,"Function","Compute","Oracle Functions","Oracle","YHV87QRWINZQQEGB","Oracle Functions Invocations",NULL,"CKC8Y5ZCTD0JPLGX.H3UHY4L0","ocid1.compartment.oc1..dev","development","Tenancy","{""cost_center"": ""CC-1001"", ""environment"": ""staging"", ""owner"": ""a.lovelace""}",NULL,"uk-london-1-AD-2","Usage-Based","Serverless Compute",1.7207,28.58461254,2.8679,NULL,NULL
"AllocatedMethodId-9589","AllocatedResourceId-1491","AllocatedResourceName-7513","{}",154.66536624,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Cloud Storage Bucket in Iowa","2024-09-30T00:00:00Z","2024-09-29T23:00:00Z","Spend","cd-818081","commit-8081",NULL,"Unused","Savings Plan",NULL,NULL,NULL,NULL,217.83854399999998,2.4269,154.66536624,"Google","INV-202409-47555","Google",222.281664,2.4764,"Standard","USD",89.76,"GiB","Google","Google","us-central1","Iowa","//compute.googleapis.com/projects/Helios Labs/zones/us-central1-a/instances/inst-4001",NULL,"Bucket","Storage","Cloud Storage","Google","V6MZ5SK8ZCF5Z472","Cloud Storage GiB",NULL,"N67DHGENCWLJN7OX.KJN35VCR","proj-helios-dev","helios-dev","BillingAccount",NULL,NULL,"europe-west1-b","Usage-Based","Object Storage",2.4269,154.66536624,2.4764,NULL,NULL
"AllocatedMethodId-3758","AllocatedResourceId-4893","AllocatedResourceName-8390","{}",320.294128,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure Load Balancer Load Balancer in West Europe","2024-09-12T22:00:00Z","2024-09-12T21:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,274.4500000000,"Hours",NULL,500.459575,1.8235,320.294128,"Microsoft","INV-202409-64205","Microsoft",562.320605,2.0489,"Dynamic","USD",274.45,"Hours","Microsoft","Microsoft","westeurope","West Europe","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-324/providers/Microsoft.Compute/virtualMachines/vm-1909",NULL,"Load Balancer","Networking","Azure Load Balancer","Microsoft","UTI3PM4DIHTYEYCT","Azure Load Balancer Hours",NULL,"4YEDJ1XQSFCQM53C.K03CVANU","sub-2b7c","Staging","BillingProfile",NULL,NULL,"uksouth-1","Usage-Based","Application Networking",1.8235,320.294128,2.0489,NULL,NULL
"AllocatedMethodId-8143","AllocatedResourceId-8092","AllocatedResourceName-1230","{}",6.12003236,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Adjustment",NULL,"Azure SQL Database SQL Database in UK South","2024-09-12T11:00:00Z","2024-09-12T10:00:00Z","Spend","cd-713572","commit-3572",NULL,"Unused","Savings Plan",NULL,NULL,NULL,NULL,8.270313999999999,1.7194,6.12003236,"Microsoft","INV-202409-40874","Microsoft",12.922065,2.6865,"Dynamic","USD",4.81,"Hours","Microsoft","Microsoft","uksouth","UK South",NULL,NULL,NULL,"Databases","Azure SQL Database","Microsoft","EHE56VHLWK3LEZSI","Azure SQL Database Hours",NULL,"JIJWP8QE92V4YF5Z.X5KKQX77","sub-4d3e","Sandbox","BillingProfile","{""environment"": ""qa"", ""owner"": ""a.turing"", ""cost_center"": ""CC-3090""}",NULL,NULL,"One-Time","Relational Databases",1.7194,6.12003236,2.6865,NULL,NULL
"AllocatedMethodId-6369","AllocatedResourceId-5260","AllocatedResourceName-3585","{}",376.216204,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Purchase",NULL,"Oracle Load Balancer Load Balancer in Australia East (Sydney)","2024-09-11T01:00:00Z","2024-09-11T00:00:00Z","Spend","cd-511424","commit-1424",NULL,"Used","Savings Plan",NULL,NULL,NULL,NULL,376.216204,3.7427,0,"Oracle","INV-202409-84786","Oracle",408.93546399999997,4.0682,"Committed","USD",100.52,"Hours","Oracle","Oracle","ap-sydney-1","Australia East (Sydney)","ocid1.instance.oc1.ap-sydney-1.00adc3af51d2",NULL,"Load Balancer","Networking","Oracle Load Balancer","Oracle","X0VPDBDLJ5XAM0BR","Oracle Load Balancer Hours",NULL,"4AJ9CPO2FQJHN4S2.L5OLJ06R","ocid1.compartment.oc1..prod","production","Tenancy","{""cost_center"": ""CC-2042"", ""team"": ""platform""}",NULL,NULL,"One-Time","Application Networking",3.7427,0,4.0682,NULL,NULL
"AllocatedMethodId-4073","AllocatedResourceId-4045","AllocatedResourceName-8251","{}",893.1115712,"ocid1.tenancy.oc1..aaaa1234","Meridian OCI","Tenancy","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Oracle Functions Function in Australia East (Sydney)","2024-09-27T02:00:00Z","2024-09-27T01:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,469.9400000000,"Invocations",NULL,1116.3894639999999,2.3756,893.1115712,"Oracle","INV-202409-91067","Oracle",1717.5367119999999,3.6548,"Standard","USD",469.94,"Invocations","Oracle","Oracle","ap-sydney-1","Australia East (Sydney)","ocid1.instance.oc1.ap-sydney-1.0097f2a6cf4b",NULL,"Function","Compute","Oracle Functions","Oracle","B6B89DQBNOZL2JRT","Oracle Functions Invocations",NULL,"VIL4XQIY5OI4LLJG.UWPJUDGZ","ocid1.compartment.oc1..prod","production","Tenancy","{""team"": ""growth"", ""environment"": ""prod"", ""application"": ""NimbusAPI""}",NULL,NULL,"Usage-Based","Serverless Compute",2.3756,893.1115712,3.6548,NULL,NULL
"AllocatedMethodId-3259","AllocatedResourceId-4232","AllocatedResourceName-7197","{}",1314.41644488,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Cloud SQL Database Instance in Iowa","2024-09-29T10:00:00Z","2024-09-29T09:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,494.3400000000,"Hours",NULL,1602.946884,3.2426,1314.41644488,"Google","INV-202409-34088","Google",1931.2875119999999,3.9068,"Other","USD",494.34,"Hours","Google","Google","us-central1","Iowa","//compute.googleapis.com/projects/Helios Labs/zones/us-central1-a/instances/inst-8219",NULL,"Database Instance","Databases","Cloud SQL","Google","JZZT4EF6FNIA3JMH","Cloud SQL Hours",NULL,"F8QZVXD0N16VEY30.XWEY02ZD","proj-helios-prod","helios-prod","BillingAccount","{""business_unit"": ""MarseilleSRE"", ""application"": ""NimbusAPI"", ""environment"": ""qa""}",NULL,NULL,"Usage-Based","Relational Databases",3.2426,1314.41644488,3.9068,NULL,NULL
"AllocatedMethodId-5889","AllocatedResourceId-6145","AllocatedResourceName-4395","{}",262.8262989,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Cloud SQL Database Instance in Singapore","2024-09-13T09:00:00Z","2024-09-13T08:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,368.9800000000,"Hours",NULL,265.48111,0.7195,262.8262989,"Google","INV-202409-13197","Google",363.666688,0.9856,"Standard","USD",368.98,"Hours","Google","Google","asia-southeast1","Singapore","//compute.googleapis.com/projects/Helios Labs/zones/asia-southeast1-a/instances/inst-4184",NULL,"Database Instance","Databases","Cloud SQL","Google","534RRJLJGLTIG4M6","Cloud SQL Hours",NULL,"FBOQ2NG3UGCLX8P9.UA6NPK4G","proj-helios-prod","helios-prod","BillingAccount",NULL,NULL,"europe-west1-b","Usage-Based","Relational Databases",0.7195,262.8262989,0.9856,NULL,NULL
"AllocatedMethodId-7852","AllocatedResourceId-6549","AllocatedResourceName-2635","{}",1335.97567974,"01ABCD-2345EF-6789GH","Helios Labs","BillingAccount","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Compute Engine VM Instance in Belgium","2024-09-28T18:00:00Z","2024-09-28T17:00:00Z","Spend","cd-806434","commit-6434",NULL,"Used","Savings Plan",NULL,354.4900000000,"Hours",NULL,1712.789333,4.8317,1335.97567974,"Google","INV-202409-42611","Google",1765.750139,4.9811,"Other","USD",354.49,"Hours","Google","Google","europe-west1","Belgium","//compute.googleapis.com/projects/Helios Labs/zones/europe-west1-a/instances/inst-304",NULL,"VM Instance","Compute","Compute Engine","Google","QNP6KUTG508JJCZ8","Compute Engine Hours",NULL,"IQV9CL6TW3H90G6F.1LXSMGTU","proj-helios-dev","helios-dev","BillingAccount","{""business_unit"": ""OsloData""}",NULL,"us-central1-a","Usage-Based","Virtual Machines",4.8317,1335.97567974,4.9811,NULL,NULL
"AllocatedMethodId-3356","AllocatedResourceId-6957","AllocatedResourceName-6644","{}",154.8588942,"8a93b2c1-1234-4abc-9def-0123456789ab","Contoso Cloud","BillingProfile","USD","2024-10-01T00:00:00Z","2024-09-01T00:00:00Z",NULL,NULL,"Usage",NULL,"Azure Blob Storage Storage Account in UK South","2024-09-10T13:00:00Z","2024-09-10T12:00:00Z",NULL,NULL,NULL,NULL,NULL,NULL,NULL,424.3500000000,"GB",NULL,166.51494000000002,0.3924,154.8588942,"Microsoft","INV-202409-89630","Microsoft",173.47428000000002,0.4088,"Standard","USD",424.35,"GB","Microsoft","Microsoft","uksouth","UK South","/subscriptions/8a93b2c1-1234-4abc-9def-0123456789ab/resourceGroups/rg-50/providers/Microsoft.Compute/virtualMachines/vm-5164",NULL,"Storage Account","Storage","Azure Blob Storage","Microsoft","Q4A0XPELG37TAY2I","Azure Blob Storage GB",NULL,"12JDRF91KMEGY292.U9YQ5QAH","sub-9a1f","Production","BillingProfile","{""owner"": ""a.turing"", ""application"": ""BrightSourceCore""}",NULL,"eastus-1","Usage-Based","Object Storage",0.3924,154.8588942,0.4088,NULL,NULL
